strategy,requests_per_day,update_interval_days,software_memory_savings,fixed_substrate_cost,analog_conversion_overhead,yield_repair_factor,accuracy_fallback_penalty,requests_per_update,per_request_cost,amortized_fixed_cost,total_normalized_cost
analog_in_memory,0.0,30.0,0.2,350000.0,0.8,1.6,0.04,0.0,10.890528000000003,inf,inf
hybrid_physicalized_submodel,0.0,30.0,0.2,350000.0,0.8,1.6,0.04,0.0,4.484906666666666,inf,inf
programmable_unoptimized,0.0,30.0,0.35,350000.0,0.35,1.15,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,30.0,0.35,350000.0,0.35,1.15,0.04,0.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,0.0,30.0,0.35,350000.0,0.35,1.15,0.04,0.0,1.4157,inf,inf
fixed_digital_weights,0.0,30.0,0.35,350000.0,0.35,1.15,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,30.0,0.35,350000.0,0.35,1.15,0.04,0.0,3.8428169999999997,inf,inf
hybrid_physicalized_submodel,0.0,30.0,0.35,350000.0,0.35,1.15,0.04,0.0,3.756906666666667,inf,inf
programmable_unoptimized,0.0,30.0,0.35,350000.0,0.35,1.6,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,30.0,0.35,350000.0,0.35,1.6,0.04,0.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,0.0,30.0,0.35,350000.0,0.35,1.6,0.04,0.0,1.4157,inf,inf
fixed_digital_weights,0.0,30.0,0.35,350000.0,0.35,1.6,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,30.0,0.35,350000.0,0.35,1.6,0.04,0.0,5.346528,inf,inf
hybrid_physicalized_submodel,0.0,30.0,0.35,350000.0,0.35,1.6,0.04,0.0,3.756906666666667,inf,inf
programmable_unoptimized,0.0,30.0,0.35,350000.0,0.8,1.15,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,30.0,0.35,350000.0,0.8,1.15,0.04,0.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,0.0,30.0,0.35,350000.0,0.8,1.15,0.04,0.0,1.4157,inf,inf
fixed_digital_weights,0.0,30.0,0.35,350000.0,0.8,1.15,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,30.0,0.35,350000.0,0.8,1.15,0.04,0.0,7.827567000000002,inf,inf
hybrid_physicalized_submodel,0.0,30.0,0.35,350000.0,0.8,1.15,0.04,0.0,3.756906666666667,inf,inf
programmable_unoptimized,0.0,30.0,0.35,350000.0,0.8,1.6,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,30.0,0.35,350000.0,0.8,1.6,0.04,0.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,0.0,30.0,0.35,350000.0,0.8,1.6,0.04,0.0,1.4157,inf,inf
fixed_digital_weights,0.0,30.0,0.35,350000.0,0.8,1.6,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,30.0,0.35,350000.0,0.8,1.6,0.04,0.0,10.890528000000003,inf,inf
hybrid_physicalized_submodel,0.0,30.0,0.35,350000.0,0.8,1.6,0.04,0.0,3.756906666666667,inf,inf
programmable_unoptimized,0.0,30.0,0.5,350000.0,0.35,1.15,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,30.0,0.5,350000.0,0.35,1.15,0.04,0.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,0.0,30.0,0.5,350000.0,0.35,1.15,0.04,0.0,1.3117500000000002,inf,inf
fixed_digital_weights,0.0,30.0,0.5,350000.0,0.35,1.15,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,30.0,0.5,350000.0,0.35,1.15,0.04,0.0,3.8428169999999997,inf,inf
hybrid_physicalized_submodel,0.0,30.0,0.5,350000.0,0.35,1.15,0.04,0.0,3.028906666666667,inf,inf
programmable_unoptimized,0.0,30.0,0.5,350000.0,0.35,1.6,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,30.0,0.5,350000.0,0.35,1.6,0.04,0.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,0.0,30.0,0.5,350000.0,0.35,1.6,0.04,0.0,1.3117500000000002,inf,inf
fixed_digital_weights,0.0,30.0,0.5,350000.0,0.35,1.6,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,30.0,0.5,350000.0,0.35,1.6,0.04,0.0,5.346528,inf,inf
hybrid_physicalized_submodel,0.0,30.0,0.5,350000.0,0.35,1.6,0.04,0.0,3.028906666666667,inf,inf
programmable_unoptimized,0.0,30.0,0.5,350000.0,0.8,1.15,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,30.0,0.5,350000.0,0.8,1.15,0.04,0.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,0.0,30.0,0.5,350000.0,0.8,1.15,0.04,0.0,1.3117500000000002,inf,inf
fixed_digital_weights,0.0,30.0,0.5,350000.0,0.8,1.15,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,30.0,0.5,350000.0,0.8,1.15,0.04,0.0,7.827567000000002,inf,inf
hybrid_physicalized_submodel,0.0,30.0,0.5,350000.0,0.8,1.15,0.04,0.0,3.028906666666667,inf,inf
programmable_unoptimized,0.0,30.0,0.5,350000.0,0.8,1.6,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,30.0,0.5,350000.0,0.8,1.6,0.04,0.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,0.0,30.0,0.5,350000.0,0.8,1.6,0.04,0.0,1.3117500000000002,inf,inf
fixed_digital_weights,0.0,30.0,0.5,350000.0,0.8,1.6,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,30.0,0.5,350000.0,0.8,1.6,0.04,0.0,10.890528000000003,inf,inf
hybrid_physicalized_submodel,0.0,30.0,0.5,350000.0,0.8,1.6,0.04,0.0,3.028906666666667,inf,inf
programmable_unoptimized,0.0,90.0,0.0,350000.0,0.35,1.15,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,90.0,0.0,350000.0,0.35,1.15,0.04,0.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,0.0,90.0,0.0,350000.0,0.35,1.15,0.04,0.0,1.6582500000000002,inf,inf
fixed_digital_weights,0.0,90.0,0.0,350000.0,0.35,1.15,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,90.0,0.0,350000.0,0.35,1.15,0.04,0.0,3.8428169999999997,inf,inf
hybrid_physicalized_submodel,0.0,90.0,0.0,350000.0,0.35,1.15,0.04,0.0,5.455573333333333,inf,inf
programmable_unoptimized,0.0,90.0,0.0,350000.0,0.35,1.6,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,90.0,0.0,350000.0,0.35,1.6,0.04,0.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,0.0,90.0,0.0,350000.0,0.35,1.6,0.04,0.0,1.6582500000000002,inf,inf
fixed_digital_weights,0.0,90.0,0.0,350000.0,0.35,1.6,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,90.0,0.0,350000.0,0.35,1.6,0.04,0.0,5.346528,inf,inf
hybrid_physicalized_submodel,0.0,90.0,0.0,350000.0,0.35,1.6,0.04,0.0,5.455573333333333,inf,inf
programmable_unoptimized,0.0,90.0,0.0,350000.0,0.8,1.15,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,90.0,0.0,350000.0,0.8,1.15,0.04,0.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,0.0,90.0,0.0,350000.0,0.8,1.15,0.04,0.0,1.6582500000000002,inf,inf
fixed_digital_weights,0.0,90.0,0.0,350000.0,0.8,1.15,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,90.0,0.0,350000.0,0.8,1.15,0.04,0.0,7.827567000000002,inf,inf
hybrid_physicalized_submodel,0.0,90.0,0.0,350000.0,0.8,1.15,0.04,0.0,5.455573333333333,inf,inf
programmable_unoptimized,0.0,90.0,0.0,350000.0,0.8,1.6,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,90.0,0.0,350000.0,0.8,1.6,0.04,0.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,0.0,90.0,0.0,350000.0,0.8,1.6,0.04,0.0,1.6582500000000002,inf,inf
fixed_digital_weights,0.0,90.0,0.0,350000.0,0.8,1.6,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,90.0,0.0,350000.0,0.8,1.6,0.04,0.0,10.890528000000003,inf,inf
hybrid_physicalized_submodel,0.0,90.0,0.0,350000.0,0.8,1.6,0.04,0.0,5.455573333333333,inf,inf
programmable_unoptimized,0.0,90.0,0.2,350000.0,0.35,1.15,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,90.0,0.2,350000.0,0.35,1.15,0.04,0.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,0.0,90.0,0.2,350000.0,0.35,1.15,0.04,0.0,1.5196500000000004,inf,inf
fixed_digital_weights,0.0,90.0,0.2,350000.0,0.35,1.15,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,90.0,0.2,350000.0,0.35,1.15,0.04,0.0,3.8428169999999997,inf,inf
hybrid_physicalized_submodel,0.0,90.0,0.2,350000.0,0.35,1.15,0.04,0.0,4.484906666666666,inf,inf
programmable_unoptimized,0.0,90.0,0.2,350000.0,0.35,1.6,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,90.0,0.2,350000.0,0.35,1.6,0.04,0.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,0.0,90.0,0.2,350000.0,0.35,1.6,0.04,0.0,1.5196500000000004,inf,inf
fixed_digital_weights,0.0,90.0,0.2,350000.0,0.35,1.6,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,90.0,0.2,350000.0,0.35,1.6,0.04,0.0,5.346528,inf,inf
hybrid_physicalized_submodel,0.0,90.0,0.2,350000.0,0.35,1.6,0.04,0.0,4.484906666666666,inf,inf
programmable_unoptimized,0.0,90.0,0.2,350000.0,0.8,1.15,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,90.0,0.2,350000.0,0.8,1.15,0.04,0.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,0.0,90.0,0.2,350000.0,0.8,1.15,0.04,0.0,1.5196500000000004,inf,inf
fixed_digital_weights,0.0,90.0,0.2,350000.0,0.8,1.15,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,90.0,0.2,350000.0,0.8,1.15,0.04,0.0,7.827567000000002,inf,inf
hybrid_physicalized_submodel,0.0,90.0,0.2,350000.0,0.8,1.15,0.04,0.0,4.484906666666666,inf,inf
programmable_unoptimized,0.0,90.0,0.2,350000.0,0.8,1.6,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,90.0,0.2,350000.0,0.8,1.6,0.04,0.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,0.0,90.0,0.2,350000.0,0.8,1.6,0.04,0.0,1.5196500000000004,inf,inf
fixed_digital_weights,0.0,90.0,0.2,350000.0,0.8,1.6,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,90.0,0.2,350000.0,0.8,1.6,0.04,0.0,10.890528000000003,inf,inf
hybrid_physicalized_submodel,0.0,90.0,0.2,350000.0,0.8,1.6,0.04,0.0,4.484906666666666,inf,inf
programmable_unoptimized,0.0,90.0,0.35,350000.0,0.35,1.15,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,90.0,0.35,350000.0,0.35,1.15,0.04,0.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,0.0,90.0,0.35,350000.0,0.35,1.15,0.04,0.0,1.4157,inf,inf
fixed_digital_weights,0.0,90.0,0.35,350000.0,0.35,1.15,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,90.0,0.35,350000.0,0.35,1.15,0.04,0.0,3.8428169999999997,inf,inf
hybrid_physicalized_submodel,0.0,90.0,0.35,350000.0,0.35,1.15,0.04,0.0,3.756906666666667,inf,inf
programmable_unoptimized,0.0,90.0,0.35,350000.0,0.35,1.6,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,90.0,0.35,350000.0,0.35,1.6,0.04,0.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,0.0,90.0,0.35,350000.0,0.35,1.6,0.04,0.0,1.4157,inf,inf
fixed_digital_weights,0.0,90.0,0.35,350000.0,0.35,1.6,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,90.0,0.35,350000.0,0.35,1.6,0.04,0.0,5.346528,inf,inf
hybrid_physicalized_submodel,0.0,90.0,0.35,350000.0,0.35,1.6,0.04,0.0,3.756906666666667,inf,inf
programmable_unoptimized,0.0,90.0,0.35,350000.0,0.8,1.15,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,90.0,0.35,350000.0,0.8,1.15,0.04,0.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,0.0,90.0,0.35,350000.0,0.8,1.15,0.04,0.0,1.4157,inf,inf
fixed_digital_weights,0.0,90.0,0.35,350000.0,0.8,1.15,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,90.0,0.35,350000.0,0.8,1.15,0.04,0.0,7.827567000000002,inf,inf
hybrid_physicalized_submodel,0.0,90.0,0.35,350000.0,0.8,1.15,0.04,0.0,3.756906666666667,inf,inf
programmable_unoptimized,0.0,90.0,0.35,350000.0,0.8,1.6,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,90.0,0.35,350000.0,0.8,1.6,0.04,0.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,0.0,90.0,0.35,350000.0,0.8,1.6,0.04,0.0,1.4157,inf,inf
fixed_digital_weights,0.0,90.0,0.35,350000.0,0.8,1.6,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,90.0,0.35,350000.0,0.8,1.6,0.04,0.0,10.890528000000003,inf,inf
hybrid_physicalized_submodel,0.0,90.0,0.35,350000.0,0.8,1.6,0.04,0.0,3.756906666666667,inf,inf
programmable_unoptimized,0.0,90.0,0.5,350000.0,0.35,1.15,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,90.0,0.5,350000.0,0.35,1.15,0.04,0.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,0.0,90.0,0.5,350000.0,0.35,1.15,0.04,0.0,1.3117500000000002,inf,inf
fixed_digital_weights,0.0,90.0,0.5,350000.0,0.35,1.15,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,90.0,0.5,350000.0,0.35,1.15,0.04,0.0,3.8428169999999997,inf,inf
hybrid_physicalized_submodel,0.0,90.0,0.5,350000.0,0.35,1.15,0.04,0.0,3.028906666666667,inf,inf
programmable_unoptimized,0.0,90.0,0.5,350000.0,0.35,1.6,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,90.0,0.5,350000.0,0.35,1.6,0.04,0.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,0.0,90.0,0.5,350000.0,0.35,1.6,0.04,0.0,1.3117500000000002,inf,inf
fixed_digital_weights,0.0,90.0,0.5,350000.0,0.35,1.6,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,90.0,0.5,350000.0,0.35,1.6,0.04,0.0,5.346528,inf,inf
hybrid_physicalized_submodel,0.0,90.0,0.5,350000.0,0.35,1.6,0.04,0.0,3.028906666666667,inf,inf
programmable_unoptimized,0.0,90.0,0.5,350000.0,0.8,1.15,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,90.0,0.5,350000.0,0.8,1.15,0.04,0.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,0.0,90.0,0.5,350000.0,0.8,1.15,0.04,0.0,1.3117500000000002,inf,inf
fixed_digital_weights,0.0,90.0,0.5,350000.0,0.8,1.15,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,90.0,0.5,350000.0,0.8,1.15,0.04,0.0,7.827567000000002,inf,inf
hybrid_physicalized_submodel,0.0,90.0,0.5,350000.0,0.8,1.15,0.04,0.0,3.028906666666667,inf,inf
programmable_unoptimized,0.0,90.0,0.5,350000.0,0.8,1.6,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,90.0,0.5,350000.0,0.8,1.6,0.04,0.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,0.0,90.0,0.5,350000.0,0.8,1.6,0.04,0.0,1.3117500000000002,inf,inf
fixed_digital_weights,0.0,90.0,0.5,350000.0,0.8,1.6,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,90.0,0.5,350000.0,0.8,1.6,0.04,0.0,10.890528000000003,inf,inf
hybrid_physicalized_submodel,0.0,90.0,0.5,350000.0,0.8,1.6,0.04,0.0,3.028906666666667,inf,inf
programmable_unoptimized,0.0,365.0,0.0,350000.0,0.35,1.15,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,365.0,0.0,350000.0,0.35,1.15,0.04,0.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,0.0,365.0,0.0,350000.0,0.35,1.15,0.04,0.0,1.6582500000000002,inf,inf
fixed_digital_weights,0.0,365.0,0.0,350000.0,0.35,1.15,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,365.0,0.0,350000.0,0.35,1.15,0.04,0.0,3.8428169999999997,inf,inf
hybrid_physicalized_submodel,0.0,365.0,0.0,350000.0,0.35,1.15,0.04,0.0,5.455573333333333,inf,inf
programmable_unoptimized,0.0,365.0,0.0,350000.0,0.35,1.6,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,365.0,0.0,350000.0,0.35,1.6,0.04,0.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,0.0,365.0,0.0,350000.0,0.35,1.6,0.04,0.0,1.6582500000000002,inf,inf
fixed_digital_weights,0.0,365.0,0.0,350000.0,0.35,1.6,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,365.0,0.0,350000.0,0.35,1.6,0.04,0.0,5.346528,inf,inf
hybrid_physicalized_submodel,0.0,365.0,0.0,350000.0,0.35,1.6,0.04,0.0,5.455573333333333,inf,inf
programmable_unoptimized,0.0,365.0,0.0,350000.0,0.8,1.15,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,365.0,0.0,350000.0,0.8,1.15,0.04,0.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,0.0,365.0,0.0,350000.0,0.8,1.15,0.04,0.0,1.6582500000000002,inf,inf
fixed_digital_weights,0.0,365.0,0.0,350000.0,0.8,1.15,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,365.0,0.0,350000.0,0.8,1.15,0.04,0.0,7.827567000000002,inf,inf
hybrid_physicalized_submodel,0.0,365.0,0.0,350000.0,0.8,1.15,0.04,0.0,5.455573333333333,inf,inf
programmable_unoptimized,0.0,365.0,0.0,350000.0,0.8,1.6,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,365.0,0.0,350000.0,0.8,1.6,0.04,0.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,0.0,365.0,0.0,350000.0,0.8,1.6,0.04,0.0,1.6582500000000002,inf,inf
fixed_digital_weights,0.0,365.0,0.0,350000.0,0.8,1.6,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,365.0,0.0,350000.0,0.8,1.6,0.04,0.0,10.890528000000003,inf,inf
hybrid_physicalized_submodel,0.0,365.0,0.0,350000.0,0.8,1.6,0.04,0.0,5.455573333333333,inf,inf
programmable_unoptimized,0.0,365.0,0.2,350000.0,0.35,1.15,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,365.0,0.2,350000.0,0.35,1.15,0.04,0.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,0.0,365.0,0.2,350000.0,0.35,1.15,0.04,0.0,1.5196500000000004,inf,inf
fixed_digital_weights,0.0,365.0,0.2,350000.0,0.35,1.15,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,365.0,0.2,350000.0,0.35,1.15,0.04,0.0,3.8428169999999997,inf,inf
hybrid_physicalized_submodel,0.0,365.0,0.2,350000.0,0.35,1.15,0.04,0.0,4.484906666666666,inf,inf
programmable_unoptimized,0.0,365.0,0.2,350000.0,0.35,1.6,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,365.0,0.2,350000.0,0.35,1.6,0.04,0.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,0.0,365.0,0.2,350000.0,0.35,1.6,0.04,0.0,1.5196500000000004,inf,inf
fixed_digital_weights,0.0,365.0,0.2,350000.0,0.35,1.6,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,365.0,0.2,350000.0,0.35,1.6,0.04,0.0,5.346528,inf,inf
hybrid_physicalized_submodel,0.0,365.0,0.2,350000.0,0.35,1.6,0.04,0.0,4.484906666666666,inf,inf
programmable_unoptimized,0.0,365.0,0.2,350000.0,0.8,1.15,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,365.0,0.2,350000.0,0.8,1.15,0.04,0.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,0.0,365.0,0.2,350000.0,0.8,1.15,0.04,0.0,1.5196500000000004,inf,inf
fixed_digital_weights,0.0,365.0,0.2,350000.0,0.8,1.15,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,365.0,0.2,350000.0,0.8,1.15,0.04,0.0,7.827567000000002,inf,inf
hybrid_physicalized_submodel,0.0,365.0,0.2,350000.0,0.8,1.15,0.04,0.0,4.484906666666666,inf,inf
programmable_unoptimized,0.0,365.0,0.2,350000.0,0.8,1.6,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,365.0,0.2,350000.0,0.8,1.6,0.04,0.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,0.0,365.0,0.2,350000.0,0.8,1.6,0.04,0.0,1.5196500000000004,inf,inf
fixed_digital_weights,0.0,365.0,0.2,350000.0,0.8,1.6,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,365.0,0.2,350000.0,0.8,1.6,0.04,0.0,10.890528000000003,inf,inf
hybrid_physicalized_submodel,0.0,365.0,0.2,350000.0,0.8,1.6,0.04,0.0,4.484906666666666,inf,inf
programmable_unoptimized,0.0,365.0,0.35,350000.0,0.35,1.15,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,365.0,0.35,350000.0,0.35,1.15,0.04,0.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,0.0,365.0,0.35,350000.0,0.35,1.15,0.04,0.0,1.4157,inf,inf
fixed_digital_weights,0.0,365.0,0.35,350000.0,0.35,1.15,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,365.0,0.35,350000.0,0.35,1.15,0.04,0.0,3.8428169999999997,inf,inf
hybrid_physicalized_submodel,0.0,365.0,0.35,350000.0,0.35,1.15,0.04,0.0,3.756906666666667,inf,inf
programmable_unoptimized,0.0,365.0,0.35,350000.0,0.35,1.6,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,365.0,0.35,350000.0,0.35,1.6,0.04,0.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,0.0,365.0,0.35,350000.0,0.35,1.6,0.04,0.0,1.4157,inf,inf
fixed_digital_weights,0.0,365.0,0.35,350000.0,0.35,1.6,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,365.0,0.35,350000.0,0.35,1.6,0.04,0.0,5.346528,inf,inf
hybrid_physicalized_submodel,0.0,365.0,0.35,350000.0,0.35,1.6,0.04,0.0,3.756906666666667,inf,inf
programmable_unoptimized,0.0,365.0,0.35,350000.0,0.8,1.15,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,365.0,0.35,350000.0,0.8,1.15,0.04,0.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,0.0,365.0,0.35,350000.0,0.8,1.15,0.04,0.0,1.4157,inf,inf
fixed_digital_weights,0.0,365.0,0.35,350000.0,0.8,1.15,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,365.0,0.35,350000.0,0.8,1.15,0.04,0.0,7.827567000000002,inf,inf
hybrid_physicalized_submodel,0.0,365.0,0.35,350000.0,0.8,1.15,0.04,0.0,3.756906666666667,inf,inf
programmable_unoptimized,0.0,365.0,0.35,350000.0,0.8,1.6,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,365.0,0.35,350000.0,0.8,1.6,0.04,0.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,0.0,365.0,0.35,350000.0,0.8,1.6,0.04,0.0,1.4157,inf,inf
fixed_digital_weights,0.0,365.0,0.35,350000.0,0.8,1.6,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,365.0,0.35,350000.0,0.8,1.6,0.04,0.0,10.890528000000003,inf,inf
hybrid_physicalized_submodel,0.0,365.0,0.35,350000.0,0.8,1.6,0.04,0.0,3.756906666666667,inf,inf
programmable_unoptimized,0.0,365.0,0.5,350000.0,0.35,1.15,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,365.0,0.5,350000.0,0.35,1.15,0.04,0.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,0.0,365.0,0.5,350000.0,0.35,1.15,0.04,0.0,1.3117500000000002,inf,inf
fixed_digital_weights,0.0,365.0,0.5,350000.0,0.35,1.15,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,365.0,0.5,350000.0,0.35,1.15,0.04,0.0,3.8428169999999997,inf,inf
hybrid_physicalized_submodel,0.0,365.0,0.5,350000.0,0.35,1.15,0.04,0.0,3.028906666666667,inf,inf
programmable_unoptimized,0.0,365.0,0.5,350000.0,0.35,1.6,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,365.0,0.5,350000.0,0.35,1.6,0.04,0.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,0.0,365.0,0.5,350000.0,0.35,1.6,0.04,0.0,1.3117500000000002,inf,inf
fixed_digital_weights,0.0,365.0,0.5,350000.0,0.35,1.6,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,365.0,0.5,350000.0,0.35,1.6,0.04,0.0,5.346528,inf,inf
hybrid_physicalized_submodel,0.0,365.0,0.5,350000.0,0.35,1.6,0.04,0.0,3.028906666666667,inf,inf
programmable_unoptimized,0.0,365.0,0.5,350000.0,0.8,1.15,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,365.0,0.5,350000.0,0.8,1.15,0.04,0.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,0.0,365.0,0.5,350000.0,0.8,1.15,0.04,0.0,1.3117500000000002,inf,inf
fixed_digital_weights,0.0,365.0,0.5,350000.0,0.8,1.15,0.04,0.0,0.77826,inf,inf
analog_in_memory,0.0,365.0,0.5,350000.0,0.8,1.15,0.04,0.0,7.827567000000002,inf,inf
hybrid_physicalized_submodel,0.0,365.0,0.5,350000.0,0.8,1.15,0.04,0.0,3.028906666666667,inf,inf
programmable_unoptimized,0.0,365.0,0.5,350000.0,0.8,1.6,0.04,0.0,12.416666666666668,0.0,12.416666666666668
software_optimized,0.0,365.0,0.5,350000.0,0.8,1.6,0.04,0.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,0.0,365.0,0.5,350000.0,0.8,1.6,0.04,0.0,1.3117500000000002,inf,inf
fixed_digital_weights,0.0,365.0,0.5,350000.0,0.8,1.6,0.04,0.0,0.77826,inf,inf
