strategy,requests_per_day,update_interval_days,software_memory_savings,fallback_frequency,audit_control_scale,utilization,requests_per_update,per_request_pj_equivalent,amortized_fixed_pj_equivalent,total_pj_equivalent,winner,conclusion
hybrid_safety_filter,0.0,1.0,0.0,1.0,mid,0.6,0.0,45304.95111666666,inf,inf,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,0.0,1.0,0.0,1.0,mid,0.6,0.0,154049.4811,inf,inf,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,0.0,1.0,0.0,1.0,mid,0.6,0.0,25810.143,inf,inf,False,baseline_or_antitarget_preferred
software_optimized,0.0,1.0,0.0,1.0,mid,0.85,0.0,31907.577999999998,0.0,31907.577999999998,True,baseline_or_antitarget_preferred
programmable_accelerator,0.0,1.0,0.0,1.0,mid,0.85,0.0,9761.96270867647,inf,inf,False,baseline_or_antitarget_preferred
hybrid_safety_filter,0.0,1.0,0.0,1.0,mid,0.85,0.0,32010.126949999998,inf,inf,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,0.0,1.0,0.0,1.0,mid,0.85,0.0,150395.5560264706,inf,inf,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,0.0,1.0,0.0,1.0,mid,0.85,0.0,25810.143,inf,inf,False,baseline_or_antitarget_preferred
software_optimized,0.0,1.0,0.0,1.0,high,0.35,0.0,84632.68942857142,0.0,84632.68942857142,True,baseline_or_antitarget_preferred
programmable_accelerator,0.0,1.0,0.0,1.0,high,0.35,0.0,16059.140410357142,inf,inf,False,baseline_or_antitarget_preferred
hybrid_safety_filter,0.0,1.0,0.0,1.0,high,0.35,0.0,84735.23837857142,inf,inf,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,0.0,1.0,0.0,1.0,high,0.35,0.0,163524.37056428572,inf,inf,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,0.0,1.0,0.0,1.0,high,0.35,0.0,28310.143,inf,inf,False,baseline_or_antitarget_preferred
software_optimized,0.0,1.0,0.0,1.0,high,0.6,0.0,49369.06883333333,0.0,49369.06883333333,True,baseline_or_antitarget_preferred
programmable_accelerator,0.0,1.0,0.0,1.0,high,0.6,0.0,13816.243705,inf,inf,False,baseline_or_antitarget_preferred
hybrid_safety_filter,0.0,1.0,0.0,1.0,high,0.6,0.0,49471.61778333333,inf,inf,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,0.0,1.0,0.0,1.0,high,0.6,0.0,154617.81443333332,inf,inf,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,0.0,1.0,0.0,1.0,high,0.6,0.0,28310.143,inf,inf,False,baseline_or_antitarget_preferred
software_optimized,0.0,1.0,0.0,1.0,high,0.85,0.0,34848.75447058823,0.0,34848.75447058823,True,baseline_or_antitarget_preferred
programmable_accelerator,0.0,1.0,0.0,1.0,high,0.85,0.0,12892.698002794117,inf,inf,False,baseline_or_antitarget_preferred
hybrid_safety_filter,0.0,1.0,0.0,1.0,high,0.85,0.0,34951.30342058823,inf,inf,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,0.0,1.0,0.0,1.0,high,0.85,0.0,150950.40896764706,inf,inf,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,0.0,1.0,0.0,1.0,high,0.85,0.0,28310.143,inf,inf,False,baseline_or_antitarget_preferred
software_optimized,0.0,1.0,0.2,0.0,low,0.35,0.0,65718.40371428571,0.0,65718.40371428571,True,baseline_or_antitarget_preferred
programmable_accelerator,0.0,1.0,0.2,0.0,low,0.35,0.0,10625.211838928572,inf,inf,False,baseline_or_antitarget_preferred
hybrid_safety_filter,0.0,1.0,0.2,0.0,low,0.35,0.0,9512.343,inf,inf,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,0.0,1.0,0.2,0.0,low,0.35,0.0,162704.72770714285,inf,inf,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,0.0,1.0,0.2,0.0,low,0.35,0.0,24810.143,inf,inf,False,baseline_or_antitarget_preferred
software_optimized,0.0,1.0,0.2,0.0,low,0.6,0.0,38335.7355,0.0,38335.7355,True,baseline_or_antitarget_preferred
programmable_accelerator,0.0,1.0,0.2,0.0,low,0.6,0.0,9141.243705,inf,inf,False,baseline_or_antitarget_preferred
hybrid_safety_filter,0.0,1.0,0.2,0.0,low,0.6,0.0,9512.343,inf,inf,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,0.0,1.0,0.2,0.0,low,0.6,0.0,153842.81443333332,inf,inf,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,0.0,1.0,0.2,0.0,low,0.6,0.0,24810.143,inf,inf,False,baseline_or_antitarget_preferred
software_optimized,0.0,1.0,0.2,0.0,low,0.85,0.0,27060.51917647059,0.0,27060.51917647059,True,baseline_or_antitarget_preferred
programmable_accelerator,0.0,1.0,0.2,0.0,low,0.85,0.0,8530.198002794117,inf,inf,False,baseline_or_antitarget_preferred
hybrid_safety_filter,0.0,1.0,0.2,0.0,low,0.85,0.0,9512.343,inf,inf,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,0.0,1.0,0.2,0.0,low,0.85,0.0,150193.79132058824,inf,inf,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,0.0,1.0,0.2,0.0,low,0.85,0.0,24810.143,inf,inf,False,baseline_or_antitarget_preferred
software_optimized,0.0,1.0,0.2,0.0,mid,0.35,0.0,68575.54657142857,0.0,68575.54657142857,True,baseline_or_antitarget_preferred
programmable_accelerator,0.0,1.0,0.2,0.0,mid,0.35,0.0,12159.497553214285,inf,inf,False,baseline_or_antitarget_preferred
hybrid_safety_filter,0.0,1.0,0.2,0.0,mid,0.35,0.0,10712.343,inf,inf,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,0.0,1.0,0.2,0.0,mid,0.35,0.0,162923.29913571427,inf,inf,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,0.0,1.0,0.2,0.0,mid,0.35,0.0,25810.143,inf,inf,False,baseline_or_antitarget_preferred
software_optimized,0.0,1.0,0.2,0.0,mid,0.6,0.0,40002.40216666667,0.0,40002.40216666667,True,baseline_or_antitarget_preferred
programmable_accelerator,0.0,1.0,0.2,0.0,mid,0.6,0.0,10461.243705,inf,inf,False,baseline_or_antitarget_preferred
hybrid_safety_filter,0.0,1.0,0.2,0.0,mid,0.6,0.0,10712.343,inf,inf,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,0.0,1.0,0.2,0.0,mid,0.6,0.0,154049.4811,inf,inf,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,0.0,1.0,0.2,0.0,mid,0.6,0.0,25810.143,inf,inf,False,baseline_or_antitarget_preferred
software_optimized,0.0,1.0,0.2,0.0,mid,0.85,0.0,28236.989764705882,0.0,28236.989764705882,True,baseline_or_antitarget_preferred
programmable_accelerator,0.0,1.0,0.2,0.0,mid,0.85,0.0,9761.96270867647,inf,inf,False,baseline_or_antitarget_preferred
hybrid_safety_filter,0.0,1.0,0.2,0.0,mid,0.85,0.0,10712.343,inf,inf,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,0.0,1.0,0.2,0.0,mid,0.85,0.0,150395.5560264706,inf,inf,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,0.0,1.0,0.2,0.0,mid,0.85,0.0,25810.143,inf,inf,False,baseline_or_antitarget_preferred
software_optimized,0.0,1.0,0.2,0.0,high,0.35,0.0,75718.40371428571,0.0,75718.40371428571,True,baseline_or_antitarget_preferred
programmable_accelerator,0.0,1.0,0.2,0.0,high,0.35,0.0,16059.140410357142,inf,inf,False,baseline_or_antitarget_preferred
hybrid_safety_filter,0.0,1.0,0.2,0.0,high,0.35,0.0,13762.343,inf,inf,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,0.0,1.0,0.2,0.0,high,0.35,0.0,163524.37056428572,inf,inf,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,0.0,1.0,0.2,0.0,high,0.35,0.0,28310.143,inf,inf,False,baseline_or_antitarget_preferred
software_optimized,0.0,1.0,0.2,0.0,high,0.6,0.0,44169.06883333333,0.0,44169.06883333333,True,baseline_or_antitarget_preferred
programmable_accelerator,0.0,1.0,0.2,0.0,high,0.6,0.0,13816.243705,inf,inf,False,baseline_or_antitarget_preferred
hybrid_safety_filter,0.0,1.0,0.2,0.0,high,0.6,0.0,13762.343,inf,inf,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,0.0,1.0,0.2,0.0,high,0.6,0.0,154617.81443333332,inf,inf,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,0.0,1.0,0.2,0.0,high,0.6,0.0,28310.143,inf,inf,False,baseline_or_antitarget_preferred
software_optimized,0.0,1.0,0.2,0.0,high,0.85,0.0,31178.166235294117,0.0,31178.166235294117,True,baseline_or_antitarget_preferred
programmable_accelerator,0.0,1.0,0.2,0.0,high,0.85,0.0,12892.698002794117,inf,inf,False,baseline_or_antitarget_preferred
hybrid_safety_filter,0.0,1.0,0.2,0.0,high,0.85,0.0,13762.343,inf,inf,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,0.0,1.0,0.2,0.0,high,0.85,0.0,150950.40896764706,inf,inf,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,0.0,1.0,0.2,0.0,high,0.85,0.0,28310.143,inf,inf,False,baseline_or_antitarget_preferred
software_optimized,0.0,1.0,0.2,0.1,low,0.35,0.0,65718.40371428571,0.0,65718.40371428571,True,baseline_or_antitarget_preferred
programmable_accelerator,0.0,1.0,0.2,0.1,low,0.35,0.0,10625.211838928572,inf,inf,False,baseline_or_antitarget_preferred
hybrid_safety_filter,0.0,1.0,0.2,0.1,low,0.35,0.0,15143.203966428573,inf,inf,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,0.0,1.0,0.2,0.1,low,0.35,0.0,162704.72770714285,inf,inf,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,0.0,1.0,0.2,0.1,low,0.35,0.0,24810.143,inf,inf,False,baseline_or_antitarget_preferred
software_optimized,0.0,1.0,0.2,0.1,low,0.6,0.0,38335.7355,0.0,38335.7355,True,baseline_or_antitarget_preferred
programmable_accelerator,0.0,1.0,0.2,0.1,low,0.6,0.0,9141.243705,inf,inf,False,baseline_or_antitarget_preferred
hybrid_safety_filter,0.0,1.0,0.2,0.1,low,0.6,0.0,12404.937145,inf,inf,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,0.0,1.0,0.2,0.1,low,0.6,0.0,153842.81443333332,inf,inf,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,0.0,1.0,0.2,0.1,low,0.6,0.0,24810.143,inf,inf,False,baseline_or_antitarget_preferred
software_optimized,0.0,1.0,0.2,0.1,low,0.85,0.0,27060.51917647059,0.0,27060.51917647059,True,baseline_or_antitarget_preferred
programmable_accelerator,0.0,1.0,0.2,0.1,low,0.85,0.0,8530.198002794117,inf,inf,False,baseline_or_antitarget_preferred
hybrid_safety_filter,0.0,1.0,0.2,0.1,low,0.85,0.0,11277.41551264706,inf,inf,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,0.0,1.0,0.2,0.1,low,0.85,0.0,150193.79132058824,inf,inf,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,0.0,1.0,0.2,0.1,low,0.85,0.0,24810.143,inf,inf,False,baseline_or_antitarget_preferred
software_optimized,0.0,1.0,0.2,0.1,mid,0.35,0.0,68575.54657142857,0.0,68575.54657142857,True,baseline_or_antitarget_preferred
programmable_accelerator,0.0,1.0,0.2,0.1,mid,0.35,0.0,12159.497553214285,inf,inf,False,baseline_or_antitarget_preferred
hybrid_safety_filter,0.0,1.0,0.2,0.1,mid,0.35,0.0,16508.91825214286,inf,inf,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,0.0,1.0,0.2,0.1,mid,0.35,0.0,162923.29913571427,inf,inf,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,0.0,1.0,0.2,0.1,mid,0.35,0.0,25810.143,inf,inf,False,baseline_or_antitarget_preferred
software_optimized,0.0,1.0,0.2,0.1,mid,0.6,0.0,40002.40216666667,0.0,40002.40216666667,True,baseline_or_antitarget_preferred
programmable_accelerator,0.0,1.0,0.2,0.1,mid,0.6,0.0,10461.243705,inf,inf,False,baseline_or_antitarget_preferred
hybrid_safety_filter,0.0,1.0,0.2,0.1,mid,0.6,0.0,13651.603811666668,inf,inf,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,0.0,1.0,0.2,0.1,mid,0.6,0.0,154049.4811,inf,inf,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,0.0,1.0,0.2,0.1,mid,0.6,0.0,25810.143,inf,inf,False,baseline_or_antitarget_preferred
software_optimized,0.0,1.0,0.2,0.1,mid,0.85,0.0,28236.989764705882,0.0,28236.989764705882,True,baseline_or_antitarget_preferred
programmable_accelerator,0.0,1.0,0.2,0.1,mid,0.85,0.0,9761.96270867647,inf,inf,False,baseline_or_antitarget_preferred
hybrid_safety_filter,0.0,1.0,0.2,0.1,mid,0.85,0.0,12475.06257147059,inf,inf,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,0.0,1.0,0.2,0.1,mid,0.85,0.0,150395.5560264706,inf,inf,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,0.0,1.0,0.2,0.1,mid,0.85,0.0,25810.143,inf,inf,False,baseline_or_antitarget_preferred
software_optimized,0.0,1.0,0.2,0.1,high,0.35,0.0,75718.40371428571,0.0,75718.40371428571,True,baseline_or_antitarget_preferred
programmable_accelerator,0.0,1.0,0.2,0.1,high,0.35,0.0,16059.140410357142,inf,inf,False,baseline_or_antitarget_preferred
hybrid_safety_filter,0.0,1.0,0.2,0.1,high,0.35,0.0,19968.203966428573,inf,inf,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,0.0,1.0,0.2,0.1,high,0.35,0.0,163524.37056428572,inf,inf,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,0.0,1.0,0.2,0.1,high,0.35,0.0,28310.143,inf,inf,False,baseline_or_antitarget_preferred
software_optimized,0.0,1.0,0.2,0.1,high,0.6,0.0,44169.06883333333,0.0,44169.06883333333,True,baseline_or_antitarget_preferred
programmable_accelerator,0.0,1.0,0.2,0.1,high,0.6,0.0,13816.243705,inf,inf,False,baseline_or_antitarget_preferred
hybrid_safety_filter,0.0,1.0,0.2,0.1,high,0.6,0.0,16813.270478333332,inf,inf,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,0.0,1.0,0.2,0.1,high,0.6,0.0,154617.81443333332,inf,inf,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,0.0,1.0,0.2,0.1,high,0.6,0.0,28310.143,inf,inf,False,baseline_or_antitarget_preferred
software_optimized,0.0,1.0,0.2,0.1,high,0.85,0.0,31178.166235294117,0.0,31178.166235294117,True,baseline_or_antitarget_preferred
programmable_accelerator,0.0,1.0,0.2,0.1,high,0.85,0.0,12892.698002794117,inf,inf,False,baseline_or_antitarget_preferred
hybrid_safety_filter,0.0,1.0,0.2,0.1,high,0.85,0.0,15514.180218529413,inf,inf,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,0.0,1.0,0.2,0.1,high,0.85,0.0,150950.40896764706,inf,inf,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,0.0,1.0,0.2,0.1,high,0.85,0.0,28310.143,inf,inf,False,baseline_or_antitarget_preferred
software_optimized,0.0,1.0,0.2,0.25,low,0.35,0.0,65718.40371428571,0.0,65718.40371428571,True,baseline_or_antitarget_preferred
programmable_accelerator,0.0,1.0,0.2,0.25,low,0.35,0.0,10625.211838928572,inf,inf,False,baseline_or_antitarget_preferred
hybrid_safety_filter,0.0,1.0,0.2,0.25,low,0.35,0.0,23589.495416071426,inf,inf,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,0.0,1.0,0.2,0.25,low,0.35,0.0,162704.72770714285,inf,inf,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,0.0,1.0,0.2,0.25,low,0.35,0.0,24810.143,inf,inf,False,baseline_or_antitarget_preferred
software_optimized,0.0,1.0,0.2,0.25,low,0.6,0.0,38335.7355,0.0,38335.7355,True,baseline_or_antitarget_preferred
programmable_accelerator,0.0,1.0,0.2,0.25,low,0.6,0.0,9141.243705,inf,inf,False,baseline_or_antitarget_preferred
hybrid_safety_filter,0.0,1.0,0.2,0.25,low,0.6,0.0,16743.8283625,inf,inf,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,0.0,1.0,0.2,0.25,low,0.6,0.0,153842.81443333332,inf,inf,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,0.0,1.0,0.2,0.25,low,0.6,0.0,24810.143,inf,inf,False,baseline_or_antitarget_preferred
software_optimized,0.0,1.0,0.2,0.25,low,0.85,0.0,27060.51917647059,0.0,27060.51917647059,True,baseline_or_antitarget_preferred
programmable_accelerator,0.0,1.0,0.2,0.25,low,0.85,0.0,8530.198002794117,inf,inf,False,baseline_or_antitarget_preferred
hybrid_safety_filter,0.0,1.0,0.2,0.25,low,0.85,0.0,13925.024281617647,inf,inf,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,0.0,1.0,0.2,0.25,low,0.85,0.0,150193.79132058824,inf,inf,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,0.0,1.0,0.2,0.25,low,0.85,0.0,24810.143,inf,inf,False,baseline_or_antitarget_preferred
software_optimized,0.0,1.0,0.2,0.25,mid,0.35,0.0,68575.54657142857,0.0,68575.54657142857,True,baseline_or_antitarget_preferred
programmable_accelerator,0.0,1.0,0.2,0.25,mid,0.35,0.0,12159.497553214285,inf,inf,False,baseline_or_antitarget_preferred
hybrid_safety_filter,0.0,1.0,0.2,0.25,mid,0.35,0.0,25203.781130357143,inf,inf,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,0.0,1.0,0.2,0.25,mid,0.35,0.0,162923.29913571427,inf,inf,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,0.0,1.0,0.2,0.25,mid,0.35,0.0,25810.143,inf,inf,False,baseline_or_antitarget_preferred
software_optimized,0.0,1.0,0.2,0.25,mid,0.6,0.0,40002.40216666667,0.0,40002.40216666667,True,baseline_or_antitarget_preferred
programmable_accelerator,0.0,1.0,0.2,0.25,mid,0.6,0.0,10461.243705,inf,inf,False,baseline_or_antitarget_preferred
hybrid_safety_filter,0.0,1.0,0.2,0.25,mid,0.6,0.0,18060.49502916667,inf,inf,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,0.0,1.0,0.2,0.25,mid,0.6,0.0,154049.4811,inf,inf,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,0.0,1.0,0.2,0.25,mid,0.6,0.0,25810.143,inf,inf,False,baseline_or_antitarget_preferred
software_optimized,0.0,1.0,0.2,0.25,mid,0.85,0.0,28236.989764705882,0.0,28236.989764705882,True,baseline_or_antitarget_preferred
programmable_accelerator,0.0,1.0,0.2,0.25,mid,0.85,0.0,9761.96270867647,inf,inf,False,baseline_or_antitarget_preferred
hybrid_safety_filter,0.0,1.0,0.2,0.25,mid,0.85,0.0,15119.141928676472,inf,inf,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,0.0,1.0,0.2,0.25,mid,0.85,0.0,150395.5560264706,inf,inf,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,0.0,1.0,0.2,0.25,mid,0.85,0.0,25810.143,inf,inf,False,baseline_or_antitarget_preferred
software_optimized,0.0,1.0,0.2,0.25,high,0.35,0.0,75718.40371428571,0.0,75718.40371428571,True,baseline_or_antitarget_preferred
programmable_accelerator,0.0,1.0,0.2,0.25,high,0.35,0.0,16059.140410357142,inf,inf,False,baseline_or_antitarget_preferred
hybrid_safety_filter,0.0,1.0,0.2,0.25,high,0.35,0.0,29276.995416071426,inf,inf,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,0.0,1.0,0.2,0.25,high,0.35,0.0,163524.37056428572,inf,inf,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,0.0,1.0,0.2,0.25,high,0.35,0.0,28310.143,inf,inf,False,baseline_or_antitarget_preferred
software_optimized,0.0,1.0,0.2,0.25,high,0.6,0.0,44169.06883333333,0.0,44169.06883333333,True,baseline_or_antitarget_preferred
programmable_accelerator,0.0,1.0,0.2,0.25,high,0.6,0.0,13816.243705,inf,inf,False,baseline_or_antitarget_preferred
hybrid_safety_filter,0.0,1.0,0.2,0.25,high,0.6,0.0,21389.661695833332,inf,inf,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,0.0,1.0,0.2,0.25,high,0.6,0.0,154617.81443333332,inf,inf,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,0.0,1.0,0.2,0.25,high,0.6,0.0,28310.143,inf,inf,False,baseline_or_antitarget_preferred
software_optimized,0.0,1.0,0.2,0.25,high,0.85,0.0,31178.166235294117,0.0,31178.166235294117,True,baseline_or_antitarget_preferred
programmable_accelerator,0.0,1.0,0.2,0.25,high,0.85,0.0,12892.698002794117,inf,inf,False,baseline_or_antitarget_preferred
hybrid_safety_filter,0.0,1.0,0.2,0.25,high,0.85,0.0,18141.936046323528,inf,inf,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,0.0,1.0,0.2,0.25,high,0.85,0.0,150950.40896764706,inf,inf,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,0.0,1.0,0.2,0.25,high,0.85,0.0,28310.143,inf,inf,False,baseline_or_antitarget_preferred
software_optimized,0.0,1.0,0.2,0.5,low,0.35,0.0,65718.40371428571,0.0,65718.40371428571,True,baseline_or_antitarget_preferred
programmable_accelerator,0.0,1.0,0.2,0.5,low,0.35,0.0,10625.211838928572,inf,inf,False,baseline_or_antitarget_preferred
hybrid_safety_filter,0.0,1.0,0.2,0.5,low,0.35,0.0,37666.64783214286,inf,inf,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,0.0,1.0,0.2,0.5,low,0.35,0.0,162704.72770714285,inf,inf,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,0.0,1.0,0.2,0.5,low,0.35,0.0,24810.143,inf,inf,False,baseline_or_antitarget_preferred
software_optimized,0.0,1.0,0.2,0.5,low,0.6,0.0,38335.7355,0.0,38335.7355,True,baseline_or_antitarget_preferred
programmable_accelerator,0.0,1.0,0.2,0.5,low,0.6,0.0,9141.243705,inf,inf,False,baseline_or_antitarget_preferred
hybrid_safety_filter,0.0,1.0,0.2,0.5,low,0.6,0.0,23975.313725,inf,inf,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,0.0,1.0,0.2,0.5,low,0.6,0.0,153842.81443333332,inf,inf,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,0.0,1.0,0.2,0.5,low,0.6,0.0,24810.143,inf,inf,False,baseline_or_antitarget_preferred
software_optimized,0.0,1.0,0.2,0.5,low,0.85,0.0,27060.51917647059,0.0,27060.51917647059,True,baseline_or_antitarget_preferred
programmable_accelerator,0.0,1.0,0.2,0.5,low,0.85,0.0,8530.198002794117,inf,inf,False,baseline_or_antitarget_preferred
hybrid_safety_filter,0.0,1.0,0.2,0.5,low,0.85,0.0,18337.705563235293,inf,inf,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,0.0,1.0,0.2,0.5,low,0.85,0.0,150193.79132058824,inf,inf,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,0.0,1.0,0.2,0.5,low,0.85,0.0,24810.143,inf,inf,False,baseline_or_antitarget_preferred
