workload_class,time_step,event_type,object_id,object_class,size_units,tier,created_at,last_seen_at,lifetime,reuse_count,reuse_distance,correctness_sensitive,provenance_id,source_version,invalidation_signal,trajectory_node_id,branch_id,verifier_id,durability_horizon,merge_state,active,placement_decision,retention_decision,compression_strategy,eviction_decision,runtime_architecture_option,evidence_label
multi-agent branch/merge,28,object_access,multi-agent_branch_merge:tool_output:1,tool output,79.0,CPU DRAM,20,28,8,1,7.0,true,prov:tool:1,synthetic_v2,none,multi-agent_branch_merge:tool-node:1,multi-agent_branch_merge:branch:1,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,28,object_access,multi-agent_branch_merge:verifier_state:1,verifier state,57.0,CPU DRAM,26,28,2,1,1.0,true,prov:multi-agent_branch_merge:verifier:1,synthetic_v2,none,multi-agent_branch_merge:verify-node:1,multi-agent_branch_merge:branch:1,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,30,verifier_result,multi-agent_branch_merge:verifier_state:1,verifier state,57.0,CPU DRAM,26,30,4,1,1.0,true,prov:multi-agent_branch_merge:verifier:1,verifier:v1,none,multi-agent_branch_merge:verify-node:1,multi-agent_branch_merge:branch:1,multi-agent_branch_merge:verifier:1,0,accepted,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,30,object_create,multi-agent_branch_merge:durable_workspace:1,durable workspace,87.0,durable_workspace_store,30,30,0,0,0.0,true,prov:workspace:1,synthetic_v2,none,multi-agent_branch_merge:workspace-node:1,,,190,,true,place:durable_workspace_store,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,31,object_create,multi-agent_branch_merge:branch_state:3,branch state,66.0,CPU DRAM,31,31,0,0,0.0,true,prov:multi-agent_branch_merge:branch:3,synthetic_v2,none,multi-agent_branch_merge:node:3,multi-agent_branch_merge:branch:3,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,31,object_place,multi-agent_branch_merge:durable_workspace:1,durable workspace,87.0,durable_workspace_store,30,31,1,0,0.0,true,prov:workspace:1,synthetic_v2,none,multi-agent_branch_merge:workspace-node:1,,,190,,true,place:durable_workspace_store,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,31,workspace_write,multi-agent_branch_merge:durable_workspace:1,durable workspace,87.0,durable_workspace_store,30,31,1,0,0.0,true,prov:workspace:1,workspace:v1,none,multi-agent_branch_merge:workspace-node:1,,,190,,true,place:durable_workspace_store,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,32,object_place,multi-agent_branch_merge:branch_state:3,branch state,66.0,CPU DRAM,31,32,1,0,0.0,true,prov:multi-agent_branch_merge:branch:3,synthetic_v2,none,multi-agent_branch_merge:node:3,multi-agent_branch_merge:branch:3,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,32,object_create,multi-agent_branch_merge:trajectory_log:3,trajectory log,38.0,CPU DRAM,32,32,0,0,0.0,true,prov:multi-agent_branch_merge:branch:3,synthetic_v2,none,multi-agent_branch_merge:node:3,multi-agent_branch_merge:branch:3,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,33,object_place,multi-agent_branch_merge:trajectory_log:3,trajectory log,38.0,CPU DRAM,32,33,1,0,0.0,true,prov:multi-agent_branch_merge:branch:3,synthetic_v2,none,multi-agent_branch_merge:node:3,multi-agent_branch_merge:branch:3,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,33,object_create,multi-agent_branch_merge:tool_output:2,tool output,78.0,CPU DRAM,33,33,0,0,0.0,true,prov:tool:2,synthetic_v2,none,multi-agent_branch_merge:tool-node:2,multi-agent_branch_merge:branch:2,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,33,object_access,multi-agent_branch_merge:weights:1,weights,912.0,HBM/GPU memory,1,33,32,6,5.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,33,object_access,multi-agent_branch_merge:prefix_cache:1,prefix cache,46.0,CPU DRAM,2,33,31,2,15.0,false,,synthetic_v2,none,,,,0,,true,place:CPU DRAM,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,34,object_place,multi-agent_branch_merge:tool_output:2,tool output,78.0,CPU DRAM,33,34,1,0,0.0,true,prov:tool:2,synthetic_v2,none,multi-agent_branch_merge:tool-node:2,multi-agent_branch_merge:branch:2,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,34,tool_call_result,multi-agent_branch_merge:tool_output:2,tool output,78.0,CPU DRAM,33,34,1,0,0.0,true,prov:tool:2,tool:v1,none,multi-agent_branch_merge:tool-node:2,multi-agent_branch_merge:branch:2,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,37,object_create,multi-agent_branch_merge:verifier_state:2,verifier state,56.0,CPU DRAM,37,37,0,0,0.0,true,prov:multi-agent_branch_merge:verifier:2,synthetic_v2,none,multi-agent_branch_merge:verify-node:2,multi-agent_branch_merge:branch:2,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,38,object_place,multi-agent_branch_merge:verifier_state:2,verifier state,56.0,CPU DRAM,37,38,1,0,0.0,true,prov:multi-agent_branch_merge:verifier:2,synthetic_v2,none,multi-agent_branch_merge:verify-node:2,multi-agent_branch_merge:branch:2,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,38,object_access,multi-agent_branch_merge:weights:1,weights,912.0,HBM/GPU memory,1,38,37,7,5.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,38,object_access,multi-agent_branch_merge:KV_cache:1,KV cache,27.0,HBM/GPU memory,3,38,35,4,10.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,40,object_create,multi-agent_branch_merge:branch_state:4,branch state,70.0,CPU DRAM,40,40,0,0,0.0,true,prov:multi-agent_branch_merge:branch:4,synthetic_v2,none,multi-agent_branch_merge:node:4,multi-agent_branch_merge:branch:4,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,41,object_place,multi-agent_branch_merge:branch_state:4,branch state,70.0,CPU DRAM,40,41,1,0,0.0,true,prov:multi-agent_branch_merge:branch:4,synthetic_v2,none,multi-agent_branch_merge:node:4,multi-agent_branch_merge:branch:4,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,41,object_create,multi-agent_branch_merge:trajectory_log:4,trajectory log,35.0,CPU DRAM,41,41,0,0,0.0,true,prov:multi-agent_branch_merge:branch:4,synthetic_v2,none,multi-agent_branch_merge:node:4,multi-agent_branch_merge:branch:4,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,42,object_place,multi-agent_branch_merge:trajectory_log:4,trajectory log,35.0,CPU DRAM,41,42,1,0,0.0,true,prov:multi-agent_branch_merge:branch:4,synthetic_v2,none,multi-agent_branch_merge:node:4,multi-agent_branch_merge:branch:4,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,42,verifier_result,multi-agent_branch_merge:verifier_state:2,verifier state,56.0,CPU DRAM,37,42,5,0,0.0,true,prov:multi-agent_branch_merge:verifier:2,verifier:v1,none,multi-agent_branch_merge:verify-node:2,multi-agent_branch_merge:branch:2,multi-agent_branch_merge:verifier:2,0,rejected,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,42,object_create,multi-agent_branch_merge:durable_workspace:2,durable workspace,92.0,durable_workspace_store,42,42,0,0,0.0,true,prov:workspace:2,synthetic_v2,none,multi-agent_branch_merge:workspace-node:2,,,190,,true,place:durable_workspace_store,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,43,object_place,multi-agent_branch_merge:durable_workspace:2,durable workspace,92.0,durable_workspace_store,42,43,1,0,0.0,true,prov:workspace:2,synthetic_v2,none,multi-agent_branch_merge:workspace-node:2,,,190,,true,place:durable_workspace_store,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,43,workspace_write,multi-agent_branch_merge:durable_workspace:2,durable workspace,92.0,durable_workspace_store,42,43,1,0,0.0,true,prov:workspace:2,workspace:v2,none,multi-agent_branch_merge:workspace-node:2,,,190,,true,place:durable_workspace_store,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,43,object_access,multi-agent_branch_merge:weights:1,weights,912.0,HBM/GPU memory,1,43,42,8,5.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,46,object_create,multi-agent_branch_merge:tool_output:3,tool output,80.0,CPU DRAM,46,46,0,0,0.0,true,prov:tool:3,synthetic_v2,none,multi-agent_branch_merge:tool-node:3,multi-agent_branch_merge:branch:3,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,47,object_place,multi-agent_branch_merge:tool_output:3,tool output,80.0,CPU DRAM,46,47,1,0,0.0,true,prov:tool:3,synthetic_v2,none,multi-agent_branch_merge:tool-node:3,multi-agent_branch_merge:branch:3,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,47,tool_call_result,multi-agent_branch_merge:tool_output:3,tool output,80.0,CPU DRAM,46,47,1,0,0.0,true,prov:tool:3,tool:v1,none,multi-agent_branch_merge:tool-node:3,multi-agent_branch_merge:branch:3,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,48,object_create,multi-agent_branch_merge:verifier_state:3,verifier state,55.0,CPU DRAM,48,48,0,0,0.0,true,prov:multi-agent_branch_merge:verifier:3,synthetic_v2,none,multi-agent_branch_merge:verify-node:3,multi-agent_branch_merge:branch:3,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,48,object_access,multi-agent_branch_merge:weights:1,weights,912.0,HBM/GPU memory,1,48,47,9,5.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,48,object_access,multi-agent_branch_merge:prefix_cache:1,prefix cache,46.0,CPU DRAM,2,48,46,3,15.0,false,,synthetic_v2,none,,,,0,,true,place:CPU DRAM,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,48,object_access,multi-agent_branch_merge:KV_cache:1,KV cache,27.0,HBM/GPU memory,3,48,45,5,10.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,48,object_access,multi-agent_branch_merge:branch_state:1,branch state,67.0,CPU DRAM,13,48,35,2,20.0,true,prov:multi-agent_branch_merge:branch:1,synthetic_v2,none,multi-agent_branch_merge:node:1,multi-agent_branch_merge:branch:1,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,48,object_access,multi-agent_branch_merge:trajectory_log:1,trajectory log,47.0,CPU DRAM,14,48,34,2,20.0,true,prov:multi-agent_branch_merge:branch:1,synthetic_v2,none,multi-agent_branch_merge:node:1,multi-agent_branch_merge:branch:1,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,48,object_access,multi-agent_branch_merge:branch_state:2,branch state,71.0,CPU DRAM,22,48,26,2,20.0,true,prov:multi-agent_branch_merge:branch:2,synthetic_v2,none,multi-agent_branch_merge:node:2,multi-agent_branch_merge:branch:2,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,48,object_access,multi-agent_branch_merge:trajectory_log:2,trajectory log,36.0,CPU DRAM,23,48,25,2,20.0,true,prov:multi-agent_branch_merge:branch:2,synthetic_v2,none,multi-agent_branch_merge:node:2,multi-agent_branch_merge:branch:2,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,48,object_access,multi-agent_branch_merge:branch_state:3,branch state,66.0,CPU DRAM,31,48,17,1,16.0,true,prov:multi-agent_branch_merge:branch:3,synthetic_v2,none,multi-agent_branch_merge:node:3,multi-agent_branch_merge:branch:3,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,48,object_access,multi-agent_branch_merge:trajectory_log:3,trajectory log,38.0,CPU DRAM,32,48,16,1,15.0,true,prov:multi-agent_branch_merge:branch:3,synthetic_v2,none,multi-agent_branch_merge:node:3,multi-agent_branch_merge:branch:3,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,48,object_access,multi-agent_branch_merge:branch_state:4,branch state,70.0,CPU DRAM,40,48,8,1,7.0,true,prov:multi-agent_branch_merge:branch:4,synthetic_v2,none,multi-agent_branch_merge:node:4,multi-agent_branch_merge:branch:4,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,48,object_access,multi-agent_branch_merge:trajectory_log:4,trajectory log,35.0,CPU DRAM,41,48,7,1,6.0,true,prov:multi-agent_branch_merge:branch:4,synthetic_v2,none,multi-agent_branch_merge:node:4,multi-agent_branch_merge:branch:4,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,48,object_access,multi-agent_branch_merge:tool_output:1,tool output,79.0,CPU DRAM,20,48,28,2,20.0,true,prov:tool:1,synthetic_v2,none,multi-agent_branch_merge:tool-node:1,multi-agent_branch_merge:branch:1,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,48,object_access,multi-agent_branch_merge:tool_output:2,tool output,78.0,CPU DRAM,33,48,15,1,14.0,true,prov:tool:2,synthetic_v2,none,multi-agent_branch_merge:tool-node:2,multi-agent_branch_merge:branch:2,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,48,object_access,multi-agent_branch_merge:tool_output:3,tool output,80.0,CPU DRAM,46,48,2,1,1.0,true,prov:tool:3,synthetic_v2,none,multi-agent_branch_merge:tool-node:3,multi-agent_branch_merge:branch:3,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,48,object_access,multi-agent_branch_merge:verifier_state:1,verifier state,57.0,CPU DRAM,26,48,22,2,20.0,true,prov:multi-agent_branch_merge:verifier:1,synthetic_v2,none,multi-agent_branch_merge:verify-node:1,multi-agent_branch_merge:branch:1,multi-agent_branch_merge:verifier:1,0,accepted,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,48,object_access,multi-agent_branch_merge:verifier_state:2,verifier state,56.0,CPU DRAM,37,48,11,1,10.0,true,prov:multi-agent_branch_merge:verifier:2,synthetic_v2,none,multi-agent_branch_merge:verify-node:2,multi-agent_branch_merge:branch:2,multi-agent_branch_merge:verifier:2,0,rejected,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,48,object_access,multi-agent_branch_merge:durable_workspace:1,durable workspace,87.0,durable_workspace_store,30,48,18,1,17.0,true,prov:workspace:1,synthetic_v2,none,multi-agent_branch_merge:workspace-node:1,,,190,,true,place:durable_workspace_store,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,48,object_access,multi-agent_branch_merge:durable_workspace:2,durable workspace,92.0,durable_workspace_store,42,48,6,1,5.0,true,prov:workspace:2,synthetic_v2,none,multi-agent_branch_merge:workspace-node:2,,,190,,true,place:durable_workspace_store,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,49,object_place,multi-agent_branch_merge:verifier_state:3,verifier state,55.0,CPU DRAM,48,49,1,0,0.0,true,prov:multi-agent_branch_merge:verifier:3,synthetic_v2,none,multi-agent_branch_merge:verify-node:3,multi-agent_branch_merge:branch:3,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,53,object_access,multi-agent_branch_merge:weights:1,weights,912.0,HBM/GPU memory,1,53,52,10,5.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,54,verifier_result,multi-agent_branch_merge:verifier_state:3,verifier state,55.0,CPU DRAM,48,54,6,0,0.0,true,prov:multi-agent_branch_merge:verifier:3,verifier:v1,none,multi-agent_branch_merge:verify-node:3,multi-agent_branch_merge:branch:3,multi-agent_branch_merge:verifier:3,0,accepted,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,54,object_create,multi-agent_branch_merge:durable_workspace:3,durable workspace,81.0,durable_workspace_store,54,54,0,0,0.0,true,prov:workspace:3,synthetic_v2,none,multi-agent_branch_merge:workspace-node:3,,,190,,true,place:durable_workspace_store,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,55,object_place,multi-agent_branch_merge:durable_workspace:3,durable workspace,81.0,durable_workspace_store,54,55,1,0,0.0,true,prov:workspace:3,synthetic_v2,none,multi-agent_branch_merge:workspace-node:3,,,190,,true,place:durable_workspace_store,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,55,workspace_write,multi-agent_branch_merge:durable_workspace:3,durable workspace,100.0,durable_workspace_store,54,55,1,0,0.0,true,prov:workspace:3,workspace:v3,none,multi-agent_branch_merge:workspace-node:3,,,190,,true,place:durable_workspace_store,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,58,object_access,multi-agent_branch_merge:weights:1,weights,912.0,HBM/GPU memory,1,58,57,11,5.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,58,object_access,multi-agent_branch_merge:KV_cache:1,KV cache,27.0,HBM/GPU memory,3,58,55,6,10.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,63,object_access,multi-agent_branch_merge:weights:1,weights,912.0,HBM/GPU memory,1,63,62,12,5.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,63,object_access,multi-agent_branch_merge:prefix_cache:1,prefix cache,46.0,CPU DRAM,2,63,61,4,15.0,false,,synthetic_v2,none,,,,0,,true,place:CPU DRAM,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,66,object_create,multi-agent_branch_merge:durable_workspace:4,durable workspace,92.0,durable_workspace_store,66,66,0,0,0.0,true,prov:workspace:4,synthetic_v2,none,multi-agent_branch_merge:workspace-node:4,,,190,,true,place:durable_workspace_store,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,67,object_place,multi-agent_branch_merge:durable_workspace:4,durable workspace,92.0,durable_workspace_store,66,67,1,0,0.0,true,prov:workspace:4,synthetic_v2,none,multi-agent_branch_merge:workspace-node:4,,,190,,true,place:durable_workspace_store,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,67,workspace_write,multi-agent_branch_merge:durable_workspace:4,durable workspace,110.0,durable_workspace_store,66,67,1,0,0.0,true,prov:workspace:4,workspace:v4,none,multi-agent_branch_merge:workspace-node:4,,,190,,true,place:durable_workspace_store,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,68,object_access,multi-agent_branch_merge:weights:1,weights,912.0,HBM/GPU memory,1,68,67,13,5.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,68,object_access,multi-agent_branch_merge:KV_cache:1,KV cache,27.0,HBM/GPU memory,3,68,65,7,10.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,68,object_access,multi-agent_branch_merge:branch_state:1,branch state,67.0,CPU DRAM,13,68,55,3,20.0,true,prov:multi-agent_branch_merge:branch:1,synthetic_v2,none,multi-agent_branch_merge:node:1,multi-agent_branch_merge:branch:1,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,68,object_access,multi-agent_branch_merge:trajectory_log:1,trajectory log,47.0,CPU DRAM,14,68,54,3,20.0,true,prov:multi-agent_branch_merge:branch:1,synthetic_v2,none,multi-agent_branch_merge:node:1,multi-agent_branch_merge:branch:1,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,68,object_access,multi-agent_branch_merge:branch_state:2,branch state,71.0,CPU DRAM,22,68,46,3,20.0,true,prov:multi-agent_branch_merge:branch:2,synthetic_v2,none,multi-agent_branch_merge:node:2,multi-agent_branch_merge:branch:2,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,68,object_access,multi-agent_branch_merge:trajectory_log:2,trajectory log,36.0,CPU DRAM,23,68,45,3,20.0,true,prov:multi-agent_branch_merge:branch:2,synthetic_v2,none,multi-agent_branch_merge:node:2,multi-agent_branch_merge:branch:2,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,68,object_access,multi-agent_branch_merge:branch_state:3,branch state,66.0,CPU DRAM,31,68,37,2,20.0,true,prov:multi-agent_branch_merge:branch:3,synthetic_v2,none,multi-agent_branch_merge:node:3,multi-agent_branch_merge:branch:3,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,68,object_access,multi-agent_branch_merge:trajectory_log:3,trajectory log,38.0,CPU DRAM,32,68,36,2,20.0,true,prov:multi-agent_branch_merge:branch:3,synthetic_v2,none,multi-agent_branch_merge:node:3,multi-agent_branch_merge:branch:3,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
