L,canonical_key,conjugacy_class_multiplicity,pre_fold_pair_multiplicity,weight_unweighted,weight_exp_decay_theta_0_5,weight_length_inverse,V,count_a,count_b,C,n_power,conflict,primitive_power_pair_classes,diagonal_cyclic_pair_classes,primitive_nondiagonal_pair_classes,rank_two_after_diagonal_pair_classes,rank_proxy,coeff_order_1,coeff_order_2,coeff_order_3,coeff_order_4,notes
4,0a3;1a0;1b4;2a4;2b0;3a1,2,16,16,0.483158134757,1.33333333333,5,4,2,6,1,yes,2,0,0,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0a3;1a0;1b4;2b0;3a1;4b2,2,32,32,0.966316269514,2.66666666667,5,3,3,6,1,yes,2,0,0,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0a3;1a0;1b5;2a5;2b0;3a4;4a1,2,16,16,0.29305022222,1,6,5,2,7,1,yes,2,0,0,2,rank_two_noncyclic,-4,-4,-4,-4,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0a3;1a0;1b5;2b0;3a4;4a1;5b2,2,32,32,0.586100444439,2,6,4,3,7,1,yes,2,0,0,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0a3;1a0;2a1;2b0;3a2,2,24,24,0.724737202136,2,4,4,1,5,1,yes,2,0,0,2,rank_two_noncyclic,0,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0a3;1a0;2a4;2b0;3a1;4b1,2,32,32,0.966316269514,2.66666666667,5,4,2,6,1,yes,2,0,0,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0a3;1a0;2a5;2b0;3a4;4a1;5b1,2,32,32,0.586100444439,2,6,5,2,7,1,yes,2,0,0,2,rank_two_noncyclic,-4,-4,-4,-4,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0a3;1a0;2b0;3a1;3b2,2,32,32,0.966316269514,2.66666666667,4,3,2,5,1,yes,2,0,0,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0a3;1a0;2b0;3a1;4a2;4b1,2,32,32,0.966316269514,2.66666666667,5,4,2,6,1,yes,2,0,0,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0a3;1a0;2b0;3a4;4a1;4b2,2,32,32,0.586100444439,2,5,4,2,6,1,yes,2,0,0,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0a3;1a0;2b0;3a4;4a1;5a2;5b1,2,32,32,0.586100444439,2,6,5,2,7,1,yes,2,0,0,2,rank_two_noncyclic,-4,-4,-4,-4,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b0,1,4,4,1.47151776469,4,1,0,1,1,0,no,0,1,0,0,rank_one,0,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b0,10,40,40,4.42266259244,10.6666666667,1,0,1,1,0,yes,10,10,0,0,rank_one,0,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b0;1a0;1b1,4,64,64,5.25343991193,16,2,1,2,3,1,yes,0,0,4,4,rank_two_noncyclic,0,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b1;1a0,3,48,48,3.75855071956,8,2,1,1,2,0,yes,2,3,0,0,rank_two_noncyclic,-1,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b1;1a0;1b0,18,384,384,24.5933200049,56,2,1,2,3,1,yes,8,0,10,18,rank_two_noncyclic,0,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b1;1a0;1b2;2a1,2,64,64,3.18637237554,8,3,2,2,4,1,yes,0,0,2,2,rank_two_noncyclic,-1,-1,-1,-1,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b1;1a0;1b2;2b0,6,88,88,6.44832955276,13.3333333333,3,1,3,4,1,yes,4,0,2,6,rank_two_noncyclic,0,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b1;1a0;1b3;2a3;2b0,2,32,32,1.59318618777,4,4,2,3,5,1,yes,2,0,0,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b1;1a0;1b3;2b0;3b2,6,112,112,4.56906591387,12,4,1,4,5,1,yes,4,0,2,6,rank_two_noncyclic,0,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b1;1a0;2a1;2b0,2,48,48,3.94007993395,8,3,2,2,4,1,yes,0,0,2,2,rank_two_noncyclic,-1,-1,-1,-1,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b1;1a0;2a3;2b0;3a1,2,64,64,3.18637237554,8,4,3,2,5,1,yes,0,0,2,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b1;1a0;2b0;3a1;3b2,2,64,64,3.18637237554,8,4,2,3,5,1,yes,0,0,2,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b1;1b0,3,12,12,0.939637679889,2,2,0,2,2,0,yes,3,3,0,0,rank_one,0,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1a0;1b0;2a1,2,48,48,3.94007993395,8,3,2,2,4,1,yes,0,0,2,2,rank_two_noncyclic,-1,-1,-1,-1,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1a0;1b0;2a3;3a1,2,64,64,3.18637237554,8,4,3,2,5,1,yes,0,0,2,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1a0;1b0;2a3;3b1,2,32,32,1.59318618777,4,4,2,3,5,1,yes,2,0,0,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1a0;1b0;2b1,6,88,88,6.44832955276,13.3333333333,3,1,3,4,1,yes,4,0,2,6,rank_two_noncyclic,0,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1a0;1b0;2b3;3a1,2,64,64,3.18637237554,8,4,2,3,5,1,yes,0,0,2,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1a0;1b0;2b3;3b1,6,112,112,4.56906591387,12,4,1,4,5,1,yes,4,0,2,6,rank_two_noncyclic,0,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1a0;1b0;3a2;3b1,2,64,64,3.18637237554,8,4,2,3,5,1,yes,0,0,2,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1a0;1b1;2a1,2,48,48,1.44947440427,4,3,2,2,4,1,yes,2,0,0,2,rank_two_noncyclic,-1,-1,-1,-1,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1a0;1b3;2a3;2b0,2,16,16,0.796593093886,2,4,2,3,5,1,yes,2,0,0,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1a0;2a1,1,36,36,1.79233446124,4,3,2,1,3,0,yes,0,1,0,0,rank_two_noncyclic,-2,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1a0;2a1;2b0,6,120,120,7.52474885643,16,3,2,2,4,1,yes,4,0,2,6,rank_two_noncyclic,-1,-1,-1,-1,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1a0;2a1;2b1,2,72,72,3.58466892249,8,3,2,2,4,1,yes,0,0,2,2,rank_two_noncyclic,-1,-1,-1,-1,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1a0;2a1;2b3;3b1,2,96,96,2.89894880854,8,4,2,3,5,1,yes,0,0,2,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1a0;2a1;3a2;3b1,2,96,96,2.89894880854,8,4,3,2,5,1,yes,0,0,2,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1a0;2a2;2b1,4,144,144,4.34842321281,12,3,2,2,4,1,yes,2,0,2,4,rank_two_noncyclic,-1,-1,-1,-1,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1a0;2a3;2b0;3a1,6,192,192,5.5307741533,16,4,3,2,5,1,yes,4,0,2,6,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1a0;2a3;2b0;3b1,6,112,112,3.56198017054,10,4,2,3,5,1,yes,6,0,0,6,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1a0;2a3;2b1;3a1,2,96,96,2.89894880854,8,4,3,2,5,1,yes,0,0,2,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1a0;2a3;2b3;3a1,2,128,128,2.34440177776,8,4,3,2,5,1,yes,0,0,2,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1a0;2a3;2b3;3b1,2,64,64,1.17220088888,4,4,2,3,5,1,yes,2,0,0,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1a0;2a3;2b4;3a1;4b1,2,128,128,2.34440177776,8,5,3,3,6,1,yes,0,0,2,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1a0;2a3;3a1,1,64,64,1.17220088888,4,4,3,1,4,0,yes,0,1,0,0,rank_two_noncyclic,-3,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1a0;2a3;3a1;3b1,2,64,64,1.17220088888,4,4,3,2,5,1,yes,2,0,0,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1a0;2a3;3a1;4a2;4b1,2,128,128,2.34440177776,8,5,4,2,6,1,yes,0,0,2,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1a0;2a3;3a2;3b1,2,64,64,1.17220088888,4,4,3,2,5,1,yes,2,0,0,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1a0;2a3;3b1,1,16,16,0.29305022222,1,4,2,2,4,0,yes,1,1,0,0,rank_two_noncyclic,-4,2,2,2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1a0;2a4;2b3;3a1;4b1,2,64,64,1.17220088888,4,5,3,3,6,1,yes,2,0,0,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1a0;2b0;3a2;3b1,6,192,192,5.5307741533,16,4,2,3,5,1,yes,4,0,2,6,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1a0;2b1,1,36,36,1.79233446124,4,3,1,2,3,0,yes,0,1,0,0,rank_two_noncyclic,-2,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1a0;2b3;3a1,1,64,64,1.17220088888,4,4,2,2,4,0,yes,0,1,0,0,rank_two_noncyclic,-4,2,2,2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1a0;2b3;3a1;3b1,2,128,128,2.34440177776,8,4,2,3,5,1,yes,0,0,2,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1a0;2b3;3a1;4a2;4b1,2,128,128,2.34440177776,8,5,3,3,6,1,yes,0,0,2,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1a0;2b3;3a2;3b1,2,128,128,2.34440177776,8,4,2,3,5,1,yes,0,0,2,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1a0;2b3;3b1,1,64,64,1.17220088888,4,4,1,3,4,0,yes,0,1,0,0,rank_two_noncyclic,-3,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1a0;3a2;3b1,1,64,64,1.17220088888,4,4,2,2,4,0,yes,0,1,0,0,rank_two_noncyclic,-4,2,2,2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1b0;2b1,1,4,4,0.199148273471,0.444444444444,3,0,3,3,0,yes,1,1,0,0,rank_one,0,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b2;1b0;2b3;3b1,1,4,4,0.0732625555549,0.25,4,0,4,4,0,yes,1,1,0,0,rank_one,0,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;1b2;2b0;3a1,2,72,72,3.58466892249,8,4,2,3,5,1,yes,0,0,2,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;1b2;2b0;3a4;4a1,2,96,96,2.89894880854,8,5,3,3,6,1,yes,0,0,2,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;1b2;2b0;3a4;4b1,2,48,48,1.44947440427,4,5,2,4,6,1,yes,2,0,0,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;1b2;2b0;3b1,6,120,120,5.03414332676,12,4,1,4,5,1,yes,4,0,2,6,rank_two_noncyclic,0,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;1b2;2b0;3b4;4a1,2,96,96,2.89894880854,8,5,2,4,6,1,yes,0,0,2,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;1b2;2b0;3b4;4b1,2,96,96,2.89894880854,8,5,1,5,6,1,yes,0,0,2,2,rank_two_noncyclic,0,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;1b2;2b0;4a3;4b1,2,96,96,2.89894880854,8,5,2,4,6,1,yes,0,0,2,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;1b4;2a4;2b0;3a1,2,48,48,1.44947440427,4,5,3,3,6,1,yes,2,0,0,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;1b4;2a4;2b0;3b1,2,48,48,1.44947440427,4,5,2,4,6,1,yes,2,0,0,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;1b4;2a4;2b0;3b2,2,16,16,0.483158134757,1.33333333333,5,2,4,6,1,yes,2,0,0,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;1b4;2a4;2b0;3b5;5b2,2,16,16,0.29305022222,1,6,2,5,7,1,yes,2,0,0,2,rank_two_noncyclic,-4,-4,-4,-4,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;1b4;2b0;3a1;4b2,2,96,96,2.89894880854,8,5,2,4,6,1,yes,0,0,2,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;1b4;2b0;3b1;4b2,2,96,96,2.89894880854,8,5,1,5,6,1,yes,0,0,2,2,rank_two_noncyclic,0,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;1b5;2a5;2b0;3a4;4a1,2,64,64,1.17220088888,4,6,4,3,7,1,yes,2,0,0,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;1b5;2a5;2b0;3a4;4b1,2,32,32,0.586100444439,2,6,3,4,7,1,yes,2,0,0,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;1b5;2a5;2b0;3b4;4a1,2,64,64,1.17220088888,4,6,3,4,7,1,yes,2,0,0,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;1b5;2a5;2b0;3b4;4b1,2,64,64,1.17220088888,4,6,2,5,7,1,yes,2,0,0,2,rank_two_noncyclic,-4,-4,-4,-4,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;1b5;2a5;2b0;4a3;4b1,2,64,64,1.17220088888,4,6,3,4,7,1,yes,2,0,0,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;1b5;2b0;3a4;4a1;5b2,2,128,128,2.34440177776,8,6,3,4,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;1b5;2b0;3a4;4b1;5b2,2,64,64,1.17220088888,4,6,2,5,7,1,yes,2,0,0,2,rank_two_noncyclic,-4,-4,-4,-4,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;1b5;2b0;3b4;4a1;5b2,2,128,128,2.34440177776,8,6,2,5,7,1,yes,0,0,2,2,rank_two_noncyclic,-4,-4,-4,-4,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;1b5;2b0;3b4;4b1;5b2,2,128,128,2.34440177776,8,6,1,6,7,1,yes,0,0,2,2,rank_two_noncyclic,0,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;1b5;2b0;4a3;4b1;5b2,2,128,128,2.34440177776,8,6,2,5,7,1,yes,0,0,2,2,rank_two_noncyclic,-4,-4,-4,-4,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2a1;2b0;3a2,2,96,96,2.89894880854,8,4,3,2,5,1,yes,0,0,2,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2a1;2b0;3a4;4b1,2,48,48,1.44947440427,4,5,3,3,6,1,yes,2,0,0,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2a1;2b0;3b1,2,72,72,3.58466892249,8,4,2,3,5,1,yes,0,0,2,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2a1;2b0;3b2,6,152,152,5.06015471889,13.3333333333,4,2,3,5,1,yes,4,0,2,6,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2a1;2b0;3b4;4b1,2,96,96,2.89894880854,8,5,2,4,6,1,yes,0,0,2,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2a1;2b0;3b4;4b2,2,24,24,0.724737202136,2,5,2,4,6,1,yes,2,0,0,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2a1;2b0;4a3;4b1,2,96,96,2.89894880854,8,5,3,3,6,1,yes,0,0,2,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2a3;2b0;3a1,2,96,96,2.89894880854,8,4,3,2,5,1,yes,0,0,2,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2a3;2b0;3b1,2,96,96,2.89894880854,8,4,2,3,5,1,yes,0,0,2,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2a4;2b0;3a1;4b1,2,96,96,2.89894880854,8,5,3,3,6,1,yes,0,0,2,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2a4;2b0;3a5;4a1;5b1,2,64,64,1.17220088888,4,6,4,3,7,1,yes,2,0,0,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2a4;2b0;3b1;4a1,2,96,96,2.89894880854,8,5,3,3,6,1,yes,0,0,2,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2a4;2b0;3b2;4a1,2,32,32,0.966316269514,2.66666666667,5,3,3,6,1,yes,2,0,0,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2a4;2b0;3b2;4b1,2,32,32,0.966316269514,2.66666666667,5,2,4,6,1,yes,2,0,0,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2a4;2b0;3b4;4a1,2,128,128,2.34440177776,8,5,3,3,6,1,yes,0,0,2,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2a4;2b0;3b4;4b1,2,128,128,2.34440177776,8,5,2,4,6,1,yes,0,0,2,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2a4;2b0;3b5;4a1;5b1,2,128,128,2.34440177776,8,6,3,4,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2a4;2b0;3b5;4a1;5b2,2,32,32,0.586100444439,2,6,3,4,7,1,yes,2,0,0,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2a4;2b0;3b5;4b1;5b2,2,32,32,0.586100444439,2,6,2,5,7,1,yes,2,0,0,2,rank_two_noncyclic,-4,-4,-4,-4,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2a4;2b0;4a1;5a3;5b1,2,128,128,2.34440177776,8,6,4,3,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2a4;2b0;4a3;4b1,2,128,128,2.34440177776,8,5,3,3,6,1,yes,0,0,2,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2a5;2b0;3a4;4a1;5b1,2,128,128,2.34440177776,8,6,4,3,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2a5;2b0;3b4;4a1;5b1,2,128,128,2.34440177776,8,6,3,4,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2b0;3a1;3b2,6,152,152,5.06015471889,13.3333333333,4,2,3,5,1,yes,4,0,2,6,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2b0;3a1;3b4;4b2,2,24,24,0.724737202136,2,5,2,4,6,1,yes,2,0,0,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2b0;3a1;4a2;4b1,2,96,96,2.89894880854,8,5,3,3,6,1,yes,0,0,2,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2b0;3a2;3b1,2,96,96,2.89894880854,8,4,2,3,5,1,yes,0,0,2,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2b0;3a4;3b2;4a1,2,32,32,0.966316269514,2.66666666667,5,3,3,6,1,yes,2,0,0,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2b0;3a4;3b2;4b1,2,16,16,0.483158134757,1.33333333333,5,2,4,6,1,yes,2,0,0,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2b0;3a4;3b5;4a1;5b2,2,32,32,0.586100444439,2,6,3,4,7,1,yes,2,0,0,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2b0;3a4;3b5;4b1;5b2,2,16,16,0.29305022222,1,6,2,5,7,1,yes,2,0,0,2,rank_two_noncyclic,-4,-4,-4,-4,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2b0;3a4;4a1;4b2,2,128,128,2.34440177776,8,5,3,3,6,1,yes,0,0,2,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2b0;3a4;4a1;5a2;5b1,2,128,128,2.34440177776,8,6,4,3,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2b0;3a4;4a2;4b1,2,64,64,1.17220088888,4,5,3,3,6,1,yes,2,0,0,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2b0;3a5;4a1;4b2;5b1,2,64,64,1.17220088888,4,6,3,4,7,1,yes,2,0,0,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2b0;3b1;4a1;4b2,2,96,96,2.89894880854,8,5,2,4,6,1,yes,0,0,2,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2b0;3b2;4a2;4b1,2,32,32,0.966316269514,2.66666666667,5,2,4,6,1,yes,2,0,0,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2b0;3b2;4a3;4b1,2,32,32,0.966316269514,2.66666666667,5,2,4,6,1,yes,2,0,0,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2b0;3b4;4a1;4b2,6,192,192,3.51660266664,12,5,2,4,6,1,yes,4,0,2,6,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2b0;3b4;4a1;5a2;5b1,2,128,128,2.34440177776,8,6,3,4,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
4,0b3;1a0;2b0;3b4;4a2;4b1,2,128,128,2.34440177776,8,5,2,4,6,1,yes,0,0,2,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
