L,canonical_key,multiplicity,V,count_a,count_b,conflict,rank_proxy,cyclic_proxy,profile_expression,notes
3,0a3;1a0;2a1;2b0;3b1,8,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0a3;1a0;2a1;2b0;3b2,8,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0a3;1a0;2a1;2b0;3b3,8,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0a3;1a0;2a2;2b0;3a1,8,4,4,1,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0a3;1a0;2a2;2b0;3b1,8,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0a3;1a0;2b0;3a1;3b2,8,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0a3;1a0;2b0;3a2;3b1,8,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b0,28,1,0,1,yes,rank_one,yes,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b0;1a0;1b1,8,2,1,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b1;1a0,4,2,1,1,yes,rank_two_noncyclic,yes,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b1;1a0;1b0,24,2,1,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b1;1a0;1b2;2b0,24,3,1,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b1;1a0;2a1;2b0,24,3,2,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b1;1a0;2a2;2b0,8,3,2,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b1;1a1,4,2,1,1,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b1;1a1;1b0,64,2,1,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b1;1b0,4,2,0,2,yes,rank_one,yes,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b2;1a0;1b0;2a1,24,3,2,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b2;1a0;1b0;2a2,8,3,2,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b2;1a0;1b0;2b1,24,3,1,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b2;1a0;1b1;2a1,8,3,2,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b2;1a0;1b1;2a2,8,3,2,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b2;1a0;1b1;2b0,8,3,1,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b2;1a0;2a1,4,3,2,1,yes,rank_two_noncyclic,yes,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b2;1a0;2a1;2b0,24,3,2,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b2;1a0;2a1;2b1,8,3,2,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b2;1a0;2a2;2b1,8,3,2,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b2;1a0;2b1,4,3,1,2,yes,rank_two_noncyclic,yes,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b2;1a1;1b0;2a2,8,3,2,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b2;1a1;1b0;2b1,8,3,1,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b2;1a2;1b0,4,3,1,2,yes,rank_two_noncyclic,yes,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b2;1a2;1b0;2a1,8,3,2,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b2;1a2;1b0;2b1,8,3,1,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b2;1b0;2a1,4,3,1,2,yes,rank_two_noncyclic,yes,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b2;1b0;2a1;2b1,8,3,1,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b2;1b0;2a2;2b1,8,3,1,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b2;1b0;2b1,4,3,0,3,yes,rank_one,yes,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b3;1a0;1b1;2a3;2b0,8,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b3;1a0;1b1;2b0;3a2,8,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b3;1a0;1b1;2b0;3b2,8,4,1,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b3;1a0;1b2;2a3;2b0,8,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b3;1a0;1b2;2b0;3a1,8,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b3;1a0;1b2;2b0;3a2,8,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b3;1a0;1b2;2b0;3a3,8,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b3;1a0;1b2;2b0;3b1,8,4,1,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b3;1a0;2a1;2b0;3a2,8,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b3;1a0;2a1;2b0;3a3,8,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b3;1a0;2a1;2b0;3b1,8,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b3;1a0;2a1;2b0;3b2,8,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b3;1a0;2a2;2b0;3a1,8,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b3;1a0;2a2;2b0;3b1,8,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b3;1a0;2a3;2b0;3a1,8,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b3;1a0;2a3;2b0;3b1,8,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b3;1a0;2b0;3a1;3b2,8,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,0b3;1a0;2b0;3a2;3b1,8,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,1a0;1b0,4,2,1,1,yes,rank_two_noncyclic,yes,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,1a0;1b1,4,2,1,1,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,1a0;1b1;2a1;2b0,8,3,2,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,1a0;1b1;2a2;2b0,8,3,2,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,1a0;1b2;2a1;2b0,8,3,2,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,1a0;1b2;2a2;2b0,8,3,2,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,1a0;1b2;2b0,4,3,1,2,yes,rank_two_noncyclic,yes,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,1a0;2a1;2b0,4,3,2,1,yes,rank_two_noncyclic,yes,conflict,folded two-loop skeleton from ordered reduced-word pairs
3,1a1;1b0,4,2,1,1,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a0,44,1,1,0,yes,rank_one,yes,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a0;0b0,1032,1,1,1,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a0;0b1;1a1,72,2,2,1,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a0;0b1;1a2;1b2,8,3,2,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a0;0b1;1a2;2a1,8,3,3,1,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a0;0b1;1b0,232,2,1,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a0;0b1;1b2;2a1,8,3,2,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a0;0b2;1a2;1b0,72,3,2,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a0;0b2;1a3;1b0;2b3,8,4,2,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)/(n-0)*(n-1)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a0;0b2;1a3;1b0;3a2,8,4,3,2,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)/(n-0)*(n-1)*(n-2)*(n-0)*(n-1),folded two-loop skeleton from ordered reduced-word pairs
4,0a0;0b2;1b0;2a1,72,3,2,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a0;0b2;1b0;2a3;3a1,8,4,3,2,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)/(n-0)*(n-1)*(n-2)*(n-0)*(n-1),folded two-loop skeleton from ordered reduced-word pairs
4,0a0;0b2;1b0;2a3;3b1,8,4,2,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)/(n-0)*(n-1)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a0;0b2;1b0;2b1,72,3,1,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a0;0b2;1b0;2b3;3a1,8,4,2,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)/(n-0)*(n-1)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a0;0b2;1b0;2b3;3b1,8,4,1,4,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)/(n-0)*(n-0)*(n-1)*(n-2)*(n-3),folded two-loop skeleton from ordered reduced-word pairs
4,0a0;0b2;1b0;3a2;3b1,8,4,2,3,no,rank_two_noncyclic,no,(n-0)*(n-1)*(n-2)*(n-3)/(n-0)*(n-1)*(n-0)*(n-1)*(n-2),folded two-loop skeleton from ordered reduced-word pairs
4,0a0;1a1;1b0,72,2,2,1,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a0;1a2;1b0;2a1,8,3,3,1,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a0;1a2;1b0;2b1,8,3,2,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a0;1b0;2a1;2b1,8,3,2,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b0;1a0,232,2,2,1,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b0;1a2;1b2,8,3,2,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b0;1a2;2b1,8,3,2,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b0;1b1,72,2,1,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b0;1b2;2b1,8,3,1,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b1,12,2,1,1,yes,rank_two_noncyclic,yes,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b1;1a0,216,2,2,1,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b1;1a2;1b2,64,3,2,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b1;1b0,216,2,1,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a0;1b3;2a3,24,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a0;1b3;3a2,24,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a0;2a2,8,3,3,1,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a0;2a3;2b3,8,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a0;2a3;3a2,8,4,4,1,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a0;2a3;3b1,24,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a0;2b0,72,3,2,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a0;2b1,24,3,2,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a0;2b3;3a2,8,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a0;2b3;3b1,24,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a0;3a2;3b1,24,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a2,4,3,2,1,yes,rank_two_noncyclic,yes,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a2;1b0,24,3,2,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a2;1b1,40,3,2,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a2;1b3;2a3,8,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a2;1b3;3b1,8,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a2;2a3;2b3,8,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a2;2a3;3b1,8,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a2;2b1,40,3,2,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a2;2b3;3b1,8,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a3;1b0;2b3,24,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a3;1b0;3a2,24,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a3;1b1;2b3,8,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a3;1b1;3a2,8,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a3;1b3;2a2,8,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a3;1b3;2a4;2b4,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a3;1b3;2a4;4a2,8,5,4,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a3;1b3;2b1,8,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a3;1b3;2b4;4a2,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a3;1b3;3a2,24,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a3;1b4;2a4;2b3,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a3;1b4;2a4;3a2,8,5,4,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a3;1b4;2a4;3b1,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a3;1b4;2b3;4a2,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a3;1b4;3b1;4a2,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a3;2a2;2b3,8,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a3;2a2;3b1,8,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a3;2a4;2b3;4a2,8,5,4,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a3;2a4;2b4;3a2,8,5,4,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a3;2a4;2b4;3b1,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a3;2a4;3b1;4a2,8,5,4,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a3;2b1;3a2,8,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a3;2b3,4,4,2,2,yes,rank_two_noncyclic,yes,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a3;2b3;3a2,24,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a3;2b3;3b1,24,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a3;2b4;3b1;4a2,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a3;3a2,4,4,3,1,yes,rank_two_noncyclic,yes,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a3;3a2;3b1,24,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a4;1b3;2b4;3b1,8,5,2,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a4;1b3;3b1;4a2,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a4;1b4;2a3;3b1,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a4;1b4;2b3;3b1,8,5,2,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a4;1b4;3a2;3b1,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a4;2a3;2b4;3b1,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a4;2a3;3b1;4a2,8,5,4,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a4;2b3;3b1;4a2,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1a4;2b4;3a2;3b1,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1b0;2a2,8,3,2,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1b0;2a3;2b3,8,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1b0;2a3;3a2,8,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1b0;2a3;3b1,24,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1b0;2b1,24,3,1,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1b0;2b3;3a2,8,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1b0;2b3;3b1,24,4,1,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1b0;3a2;3b1,24,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1b1;2a2,8,3,2,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1b1;2a3;2b3,8,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1b1;2a3;3a2,8,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1b1;2b3;3a2,8,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1b3;2a2;3b1,8,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1b3;2a3,4,4,2,2,yes,rank_two_noncyclic,yes,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1b3;2a3;2b1,8,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1b3;2a3;2b4;4a2,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1b3;2a3;3a2,24,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1b3;2a3;3b1,24,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1b3;2a4;2b4;3a2,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1b3;2a4;2b4;3b1,8,5,2,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1b3;2a4;3b1;4a2,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1b3;2b1;3a2,8,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1b3;2b4;3b1;4a2,8,5,2,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1b3;3a2,4,4,2,2,yes,rank_two_noncyclic,yes,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1b3;3a2;3b1,24,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1b4;2a3;3b1;4a2,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1b4;2a4;2b3;3b1,8,5,2,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1b4;2a4;3a2;3b1,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;1b4;2b3;3b1;4a2,8,5,2,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;2a2;2b1,40,3,2,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;2a2;2b3;3b1,8,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;2a3;2b1;3a2,8,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;2a3;2b3;3b1,24,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;2a3;2b4;3b1;4a2,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0a1;0b2;2a3;3a2;3b1,24,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
