taxon_canonical_name	n_occurrences	occurrence_source	envelope_source	envelope_version	extraction_date	bio1_median	bio1_iqr_25	bio1_iqr_75	bio2_median	bio2_iqr_25	bio2_iqr_75	bio3_median	bio3_iqr_25	bio3_iqr_75	bio4_median	bio4_iqr_25	bio4_iqr_75	bio5_median	bio5_iqr_25	bio5_iqr_75	bio6_median	bio6_iqr_25	bio6_iqr_75	bio7_median	bio7_iqr_25	bio7_iqr_75	bio8_median	bio8_iqr_25	bio8_iqr_75	bio9_median	bio9_iqr_25	bio9_iqr_75	bio10_median	bio10_iqr_25	bio10_iqr_75	bio11_median	bio11_iqr_25	bio11_iqr_75	bio12_median	bio12_iqr_25	bio12_iqr_75	bio13_median	bio13_iqr_25	bio13_iqr_75	bio14_median	bio14_iqr_25	bio14_iqr_75	bio15_median	bio15_iqr_25	bio15_iqr_75	bio16_median	bio16_iqr_25	bio16_iqr_75	bio17_median	bio17_iqr_25	bio17_iqr_75	bio18_median	bio18_iqr_25	bio18_iqr_75	bio19_median	bio19_iqr_25	bio19_iqr_75	license	attribution
Hevea brasiliensis	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Hibiscus cannabinus	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Hibiscus sabdariffa	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Hordeum bulbosum	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Hordeum murinum	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Hordeum spontaneum	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Hordeum vulgare	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Hordeum vulgare subsp. spontaneum	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Indigofera tinctoria	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Ipomoea batatas	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Ipomoea cordatotriloba	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Ipomoea lacunosa	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Ipomoea ramosissima	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Ipomoea trifida	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Ipomoea triloba	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Jatropha curcas	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Juglans regia	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Lactuca sativa	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Lawsonia inermis	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Lens culinaris	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Lens ervoides	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Lens nigricans	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Lens odemensis	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Lens orientalis	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Lens tomentosus	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Linum usitatissimum	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Litchi chinensis	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Malus baccata	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Malus domestica	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Malus floribunda	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Malus orientalis	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Malus prunifolia	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Malus sieversii	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Malus sylvestris	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Mangifera indica	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Manihot esculenta	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Manihot esculenta subsp. flabellifolia	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Manihot flabellifolia	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Manihot glaziovii	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Manihot peruviana	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Manihot pruinosa	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
Manihot tristis	0	PENDING_BARRIER_1_accession_coord_extraction	WorldClim_v2.1+CHELSA_v2.1	v2.1	2026-05-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CC-BY 4.0 (per-taxon summaries only; rasters NOT redistributed)	Fick & Hijmans 2017 WorldClim v2.1 + Karger et al. 2017 CHELSA v2.1
