alpha,weight,partition,length,allowed_residues,multiplicity_vector,runner_counts,allowed_count_difference,quotient_sum,max_part
1,27,13 3 3 3 3 2,6,2 3,2:0:1;3:0:4;3:2:1,0 0 1 5 0,-4,2,13
1,27,13 3 3 2 2 2 2,7,2 3,2:0:4;3:0:2;3:2:1,0 0 4 3 0,1,2,13
1,27,13 2 2 2 2 2 2 2,8,2 3,2:0:7;3:2:1,0 0 7 1 0,6,2,13
1,27,12 12 3,3,2 3,2:2:2;3:0:1,0 0 2 1 0,1,4,12
1,27,12 8 7,3,2 3,2:1:1;2:2:1;3:1:1,0 0 2 1 0,1,4,12
1,27,12 8 3 2 2,5,2 3,2:0:2;2:2:1;3:0:1;3:1:1,0 0 3 2 0,1,3,12
1,27,12 7 3 3 2,5,2 3,2:0:1;2:1:1;2:2:1;3:0:2,0 0 3 2 0,1,3,12
1,27,12 7 2 2 2 2,6,2 3,2:0:4;2:1:1;2:2:1,0 0 6 0 0,6,3,12
1,27,12 3 3 3 3 3,6,2 3,2:2:1;3:0:5,0 0 1 5 0,-4,2,12
1,27,12 3 3 3 2 2 2,7,2 3,2:0:3;2:2:1;3:0:3,0 0 4 3 0,1,2,12
1,27,12 3 2 2 2 2 2 2,8,2 3,2:0:6;2:2:1;3:0:1,0 0 7 1 0,6,2,12
1,27,8 8 8 3,4,2 3,3:0:1;3:1:3,0 0 0 4 0,-4,3,8
1,27,8 8 7 2 2,5,2 3,2:0:2;2:1:1;3:1:2,0 0 3 2 0,1,3,8
1,27,8 8 3 3 3 2,6,2 3,2:0:1;3:0:3;3:1:2,0 0 1 5 0,-4,2,8
1,27,8 8 3 2 2 2 2,7,2 3,2:0:4;3:0:1;3:1:2,0 0 4 3 0,1,2,8
1,27,8 7 7 3 2,5,2 3,2:0:1;2:1:2;3:0:1;3:1:1,0 0 3 2 0,1,3,8
1,27,8 7 3 3 3 3,6,2 3,2:1:1;3:0:4;3:1:1,0 0 1 5 0,-4,2,8
1,27,8 7 3 3 2 2 2,7,2 3,2:0:3;2:1:1;3:0:2;3:1:1,0 0 4 3 0,1,2,8
1,27,8 7 2 2 2 2 2 2,8,2 3,2:0:6;2:1:1;3:1:1,0 0 7 1 0,6,2,8
1,27,8 3 3 3 3 3 2 2,8,2 3,2:0:2;3:0:5;3:1:1,0 0 2 6 0,-4,1,8
1,27,8 3 3 3 2 2 2 2 2,9,2 3,2:0:5;3:0:3;3:1:1,0 0 5 4 0,1,1,8
1,27,8 3 2 2 2 2 2 2 2 2,10,2 3,2:0:8;3:0:1;3:1:1,0 0 8 2 0,6,1,8
1,27,7 7 7 3 3,5,2 3,2:1:3;3:0:2,0 0 3 2 0,1,3,7
1,27,7 7 7 2 2 2,6,2 3,2:0:3;2:1:3,0 0 6 0 0,6,3,7
1,27,7 7 3 3 3 2 2,7,2 3,2:0:2;2:1:2;3:0:3,0 0 4 3 0,1,2,7
1,27,7 7 3 2 2 2 2 2,8,2 3,2:0:5;2:1:2;3:0:1,0 0 7 1 0,6,2,7
1,27,7 3 3 3 3 3 3 2,8,2 3,2:0:1;2:1:1;3:0:6,0 0 2 6 0,-4,1,7
1,27,7 3 3 3 3 2 2 2 2,9,2 3,2:0:4;2:1:1;3:0:4,0 0 5 4 0,1,1,7
1,27,7 3 3 2 2 2 2 2 2 2,10,2 3,2:0:7;2:1:1;3:0:2,0 0 8 2 0,6,1,7
1,27,7 2 2 2 2 2 2 2 2 2 2,11,2 3,2:0:10;2:1:1,0 0 11 0 0,11,1,7
1,27,3 3 3 3 3 3 3 3 3,9,2 3,3:0:9,0 0 0 9 0,-9,0,3
1,27,3 3 3 3 3 3 3 2 2 2,10,2 3,2:0:3;3:0:7,0 0 3 7 0,-4,0,3
1,27,3 3 3 3 3 2 2 2 2 2 2,11,2 3,2:0:6;3:0:5,0 0 6 5 0,1,0,3
1,27,3 3 3 2 2 2 2 2 2 2 2 2,12,2 3,2:0:9;3:0:3,0 0 9 3 0,6,0,3
1,27,3 2 2 2 2 2 2 2 2 2 2 2 2,13,2 3,2:0:12;3:0:1,0 0 12 1 0,11,0,3
1,28,28,1,2 3,3:5:1,0 0 0 1 0,-1,5,28
1,28,23 3 2,3,2 3,2:0:1;3:0:1;3:4:1,0 0 1 2 0,-1,4,23
1,28,22 3 3,3,2 3,2:4:1;3:0:2,0 0 1 2 0,-1,4,22
1,28,22 2 2 2,4,2 3,2:0:3;2:4:1,0 0 4 0 0,4,4,22
1,28,18 8 2,3,2 3,2:0:1;3:1:1;3:3:1,0 0 1 2 0,-1,4,18
1,28,18 7 3,3,2 3,2:1:1;3:0:1;3:3:1,0 0 1 2 0,-1,4,18
1,28,18 3 3 2 2,5,2 3,2:0:2;3:0:2;3:3:1,0 0 2 3 0,-1,3,18
1,28,18 2 2 2 2 2,6,2 3,2:0:5;3:3:1,0 0 5 1 0,4,3,18
1,28,17 8 3,3,2 3,2:3:1;3:0:1;3:1:1,0 0 1 2 0,-1,4,17
1,28,17 7 2 2,4,2 3,2:0:2;2:1:1;2:3:1,0 0 4 0 0,4,4,17
1,28,17 3 3 3 2,5,2 3,2:0:1;2:3:1;3:0:3,0 0 2 3 0,-1,3,17
1,28,17 3 2 2 2 2,6,2 3,2:0:4;2:3:1;3:0:1,0 0 5 1 0,4,3,17
1,28,13 13 2,3,2 3,2:0:1;3:2:2,0 0 1 2 0,-1,4,13
1,28,13 12 3,3,2 3,2:2:1;3:0:1;3:2:1,0 0 1 2 0,-1,4,13
1,28,13 8 7,3,2 3,2:1:1;3:1:1;3:2:1,0 0 1 2 0,-1,4,13
1,28,13 8 3 2 2,5,2 3,2:0:2;3:0:1;3:1:1;3:2:1,0 0 2 3 0,-1,3,13
1,28,13 7 3 3 2,5,2 3,2:0:1;2:1:1;3:0:2;3:2:1,0 0 2 3 0,-1,3,13
1,28,13 7 2 2 2 2,6,2 3,2:0:4;2:1:1;3:2:1,0 0 5 1 0,4,3,13
1,28,13 3 3 3 3 3,6,2 3,3:0:5;3:2:1,0 0 0 6 0,-6,2,13
1,28,13 3 3 3 2 2 2,7,2 3,2:0:3;3:0:3;3:2:1,0 0 3 4 0,-1,2,13
1,28,13 3 2 2 2 2 2 2,8,2 3,2:0:6;3:0:1;3:2:1,0 0 6 2 0,4,2,13
1,28,12 12 2 2,4,2 3,2:0:2;2:2:2,0 0 4 0 0,4,4,12
1,28,12 8 8,3,2 3,2:2:1;3:1:2,0 0 1 2 0,-1,4,12
1,28,12 8 3 3 2,5,2 3,2:0:1;2:2:1;3:0:2;3:1:1,0 0 2 3 0,-1,3,12
1,28,12 8 2 2 2 2,6,2 3,2:0:4;2:2:1;3:1:1,0 0 5 1 0,4,3,12
1,28,12 7 7 2,4,2 3,2:0:1;2:1:2;2:2:1,0 0 4 0 0,4,4,12
1,28,12 7 3 3 3,5,2 3,2:1:1;2:2:1;3:0:3,0 0 2 3 0,-1,3,12
1,28,12 7 3 2 2 2,6,2 3,2:0:3;2:1:1;2:2:1;3:0:1,0 0 5 1 0,4,3,12
1,28,12 3 3 3 3 2 2,7,2 3,2:0:2;2:2:1;3:0:4,0 0 3 4 0,-1,2,12
1,28,12 3 3 2 2 2 2 2,8,2 3,2:0:5;2:2:1;3:0:2,0 0 6 2 0,4,2,12
1,28,12 2 2 2 2 2 2 2 2,9,2 3,2:0:8;2:2:1,0 0 9 0 0,9,2,12
1,28,8 8 8 2 2,5,2 3,2:0:2;3:1:3,0 0 2 3 0,-1,3,8
1,28,8 8 7 3 2,5,2 3,2:0:1;2:1:1;3:0:1;3:1:2,0 0 2 3 0,-1,3,8
1,28,8 8 3 3 3 3,6,2 3,3:0:4;3:1:2,0 0 0 6 0,-6,2,8
1,28,8 8 3 3 2 2 2,7,2 3,2:0:3;3:0:2;3:1:2,0 0 3 4 0,-1,2,8
1,28,8 8 2 2 2 2 2 2,8,2 3,2:0:6;3:1:2,0 0 6 2 0,4,2,8
1,28,8 7 7 3 3,5,2 3,2:1:2;3:0:2;3:1:1,0 0 2 3 0,-1,3,8
1,28,8 7 7 2 2 2,6,2 3,2:0:3;2:1:2;3:1:1,0 0 5 1 0,4,3,8
1,28,8 7 3 3 3 2 2,7,2 3,2:0:2;2:1:1;3:0:3;3:1:1,0 0 3 4 0,-1,2,8
1,28,8 7 3 2 2 2 2 2,8,2 3,2:0:5;2:1:1;3:0:1;3:1:1,0 0 6 2 0,4,2,8
1,28,8 3 3 3 3 3 3 2,8,2 3,2:0:1;3:0:6;3:1:1,0 0 1 7 0,-6,1,8
1,28,8 3 3 3 3 2 2 2 2,9,2 3,2:0:4;3:0:4;3:1:1,0 0 4 5 0,-1,1,8
1,28,8 3 3 2 2 2 2 2 2 2,10,2 3,2:0:7;3:0:2;3:1:1,0 0 7 3 0,4,1,8
1,28,8 2 2 2 2 2 2 2 2 2 2,11,2 3,2:0:10;3:1:1,0 0 10 1 0,9,1,8
1,28,7 7 7 7,4,2 3,2:1:4,0 0 4 0 0,4,4,7
1,28,7 7 7 3 2 2,6,2 3,2:0:2;2:1:3;3:0:1,0 0 5 1 0,4,3,7
1,28,7 7 3 3 3 3 2,7,2 3,2:0:1;2:1:2;3:0:4,0 0 3 4 0,-1,2,7
1,28,7 7 3 3 2 2 2 2,8,2 3,2:0:4;2:1:2;3:0:2,0 0 6 2 0,4,2,7
1,28,7 7 2 2 2 2 2 2 2,9,2 3,2:0:7;2:1:2,0 0 9 0 0,9,2,7
1,28,7 3 3 3 3 3 3 3,8,2 3,2:1:1;3:0:7,0 0 1 7 0,-6,1,7
1,28,7 3 3 3 3 3 2 2 2,9,2 3,2:0:3;2:1:1;3:0:5,0 0 4 5 0,-1,1,7
1,28,7 3 3 3 2 2 2 2 2 2,10,2 3,2:0:6;2:1:1;3:0:3,0 0 7 3 0,4,1,7
1,28,7 3 2 2 2 2 2 2 2 2 2,11,2 3,2:0:9;2:1:1;3:0:1,0 0 10 1 0,9,1,7
1,28,3 3 3 3 3 3 3 3 2 2,10,2 3,2:0:2;3:0:8,0 0 2 8 0,-6,0,3
1,28,3 3 3 3 3 3 2 2 2 2 2,11,2 3,2:0:5;3:0:6,0 0 5 6 0,-1,0,3
1,28,3 3 3 3 2 2 2 2 2 2 2 2,12,2 3,2:0:8;3:0:4,0 0 8 4 0,4,0,3
1,28,3 3 2 2 2 2 2 2 2 2 2 2 2,13,2 3,2:0:11;3:0:2,0 0 11 2 0,9,0,3
1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2,14,2 3,2:0:14,0 0 14 0 0,14,0,2
