alpha,weight,partition,length,staircase,mu,mu_residues,beta_set,beta_residues,shifted_beta,shifted_beta_residues,beta_runner_counts,shifted_runner_counts,beta_quotient_sum,shifted_quotient_sum
1,16,10 4 2,3,6 4 2,4 0 0,4 0 0,12 5 2,2 0 2,10 3 0,0 3 0,1 0 2 0 0,2 0 0 1 0,3,2
1,16,9 7,2,4 2,5 5,0 0,10 7,0 2,9 6,4 1,1 0 1 0 0,0 1 0 0 1,3,2
1,16,9 5 2,3,6 4 2,3 1 0,3 1 0,11 6 2,1 1 2,9 4 0,4 4 0,0 2 1 0 0,1 0 0 0 2,3,1
1,16,8 6 2,3,6 4 2,2 2 0,2 2 0,10 7 2,0 2 2,8 5 0,3 0 0,1 0 2 0 0,2 0 0 1 0,3,2
1,16,8 5 3,3,6 4 2,2 1 1,2 1 1,10 6 3,0 1 3,8 4 1,3 4 1,1 1 0 1 0,0 1 0 1 1,3,1
1,17,17,1,2,15,0,17,2,17,2,0 0 1 0 0,0 0 1 0 0,3,3
1,17,15 2,2,4 2,11 0,1 0,16 2,1 2,15 1,0 1,0 1 1 0 0,1 1 0 0 0,3,3
1,17,14 3,2,4 2,10 1,0 1,15 3,0 3,14 2,4 2,1 0 0 1 0,0 0 1 0 1,3,2
1,17,13 4,2,4 2,9 2,4 2,14 4,4 4,13 3,3 3,0 0 0 0 2,0 0 0 2 0,2,2
1,17,12 5,2,4 2,8 3,3 3,13 5,3 0,12 4,2 4,1 0 0 1 0,0 0 1 0 1,3,2
1,17,11 6,2,4 2,7 4,2 4,12 6,2 1,11 5,1 0,0 1 1 0 0,1 1 0 0 0,3,3
1,17,11 4 2,3,6 4 2,5 0 0,0 0 0,13 5 2,3 0 2,11 3 0,1 3 0,1 0 1 1 0,1 1 0 1 0,3,2
1,17,10 7,2,4 2,6 5,1 0,11 7,1 2,10 6,0 1,0 1 1 0 0,1 1 0 0 0,3,3
1,17,10 5 2,3,6 4 2,4 1 0,4 1 0,12 6 2,2 1 2,10 4 0,0 4 0,0 1 2 0 0,2 0 0 0 1,3,2
1,17,9 6 2,3,6 4 2,3 2 0,3 2 0,11 7 2,1 2 2,9 5 0,4 0 0,0 1 2 0 0,2 0 0 0 1,3,2
1,17,9 5 3,3,6 4 2,3 1 1,3 1 1,11 6 3,1 1 3,9 4 1,4 4 1,0 2 0 1 0,0 1 0 0 2,3,1
1,17,8 6 3,3,6 4 2,2 2 1,2 2 1,10 7 3,0 2 3,8 5 1,3 0 1,1 0 1 1 0,1 1 0 1 0,3,2
1,18,18,1,2,16,1,18,3,18,3,0 0 0 1 0,0 0 0 1 0,3,3
1,18,16 2,2,4 2,12 0,2 0,17 2,2 2,16 1,1 1,0 0 2 0 0,0 2 0 0 0,3,3
1,18,15 3,2,4 2,11 1,1 1,16 3,1 3,15 2,0 2,0 1 0 1 0,1 0 1 0 0,3,3
1,18,14 4,2,4 2,10 2,0 2,15 4,0 4,14 3,4 3,1 0 0 0 1,0 0 0 1 1,3,2
1,18,13 5,2,4 2,9 3,4 3,14 5,4 0,13 4,3 4,1 0 0 0 1,0 0 0 1 1,3,2
1,18,12 6,2,4 2,8 4,3 4,13 6,3 1,12 5,2 0,0 1 0 1 0,1 0 1 0 0,3,3
1,18,12 4 2,3,6 4 2,6 0 0,1 0 0,14 5 2,4 0 2,12 3 0,2 3 0,1 0 1 0 1,1 0 1 1 0,3,2
1,18,11 7,2,4 2,7 5,2 0,12 7,2 2,11 6,1 1,0 0 2 0 0,0 2 0 0 0,3,3
1,18,11 5 2,3,6 4 2,5 1 0,0 1 0,13 6 2,3 1 2,11 4 0,1 4 0,0 1 1 1 0,1 1 0 0 1,3,2
1,18,10 8,2,4 2,6 6,1 1,11 8,1 3,10 7,0 2,0 1 0 1 0,1 0 1 0 0,3,3
1,18,10 6 2,3,6 4 2,4 2 0,4 2 0,12 7 2,2 2 2,10 5 0,0 0 0,0 0 3 0 0,3 0 0 0 0,3,3
1,18,10 5 3,3,6 4 2,4 1 1,4 1 1,12 6 3,2 1 3,10 4 1,0 4 1,0 1 1 1 0,1 1 0 0 1,3,2
1,18,9 7 2,3,6 4 2,3 3 0,3 3 0,11 8 2,1 3 2,9 6 0,4 1 0,0 1 1 1 0,1 1 0 0 1,3,2
1,18,9 6 3,3,6 4 2,3 2 1,3 2 1,11 7 3,1 2 3,9 5 1,4 0 1,0 1 1 1 0,1 1 0 0 1,3,2
1,18,8 6 4,3,6 4 2,2 2 2,2 2 2,10 7 4,0 2 4,8 5 2,3 0 2,1 0 1 0 1,1 0 1 1 0,3,2
1,19,19,1,2,17,2,19,4,19,4,0 0 0 0 1,0 0 0 0 1,3,3
1,19,17 2,2,4 2,13 0,3 0,18 2,3 2,17 1,2 1,0 0 1 1 0,0 1 1 0 0,3,3
1,19,16 3,2,4 2,12 1,2 1,17 3,2 3,16 2,1 2,0 0 1 1 0,0 1 1 0 0,3,3
1,19,15 4,2,4 2,11 2,1 2,16 4,1 4,15 3,0 3,0 1 0 0 1,1 0 0 1 0,3,3
1,19,14 5,2,4 2,10 3,0 3,15 5,0 0,14 4,4 4,2 0 0 0 0,0 0 0 0 2,4,2
1,19,13 6,2,4 2,9 4,4 4,14 6,4 1,13 5,3 0,0 1 0 0 1,1 0 0 1 0,3,3
1,19,13 4 2,3,6 4 2,7 0 0,2 0 0,15 5 2,0 0 2,13 3 0,3 3 0,2 0 1 0 0,1 0 0 2 0,4,2
1,19,12 7,2,4 2,8 5,3 0,13 7,3 2,12 6,2 1,0 0 1 1 0,0 1 1 0 0,3,3
1,19,12 5 2,3,6 4 2,6 1 0,1 1 0,14 6 2,4 1 2,12 4 0,2 4 0,0 1 1 0 1,1 0 1 0 1,3,2
1,19,11 8,2,4 2,7 6,2 1,12 8,2 3,11 7,1 2,0 0 1 1 0,0 1 1 0 0,3,3
1,19,11 6 2,3,6 4 2,5 2 0,0 2 0,13 7 2,3 2 2,11 5 0,1 0 0,0 0 2 1 0,2 1 0 0 0,3,3
1,19,11 5 3,3,6 4 2,5 1 1,0 1 1,13 6 3,3 1 3,11 4 1,1 4 1,0 1 0 2 0,0 2 0 0 1,3,2
1,19,10 7 2,3,6 4 2,4 3 0,4 3 0,12 8 2,2 3 2,10 6 0,0 1 0,0 0 2 1 0,2 1 0 0 0,3,3
1,19,10 6 3,3,6 4 2,4 2 1,4 2 1,12 7 3,2 2 3,10 5 1,0 0 1,0 0 2 1 0,2 1 0 0 0,3,3
1,19,9 7 3,3,6 4 2,3 3 1,3 3 1,11 8 3,1 3 3,9 6 1,4 1 1,0 1 0 2 0,0 2 0 0 1,3,2
1,19,9 6 4,3,6 4 2,3 2 2,3 2 2,11 7 4,1 2 4,9 5 2,4 0 2,0 1 1 0 1,1 0 1 0 1,3,2
1,20,20,1,2,18,3,20,0,20,0,1 0 0 0 0,1 0 0 0 0,4,4
1,20,18 2,2,4 2,14 0,4 0,19 2,4 2,18 1,3 1,0 0 1 0 1,0 1 0 1 0,3,3
1,20,17 3,2,4 2,13 1,3 1,18 3,3 3,17 2,2 2,0 0 0 2 0,0 0 2 0 0,3,3
1,20,16 4,2,4 2,12 2,2 2,17 4,2 4,16 3,1 3,0 0 1 0 1,0 1 0 1 0,3,3
1,20,15 5,2,4 2,11 3,1 3,16 5,1 0,15 4,0 4,1 1 0 0 0,1 0 0 0 1,4,3
1,20,14 6,2,4 2,10 4,0 4,15 6,0 1,14 5,4 0,1 1 0 0 0,1 0 0 0 1,4,3
1,20,14 4 2,3,6 4 2,8 0 0,3 0 0,16 5 2,1 0 2,14 3 0,4 3 0,1 1 1 0 0,1 0 0 1 1,4,2
1,20,13 7,2,4 2,9 5,4 0,14 7,4 2,13 6,3 1,0 0 1 0 1,0 1 0 1 0,3,3
1,20,13 5 2,3,6 4 2,7 1 0,2 1 0,15 6 2,0 1 2,13 4 0,3 4 0,1 1 1 0 0,1 0 0 1 1,4,2
1,20,12 8,2,4 2,8 6,3 1,13 8,3 3,12 7,2 2,0 0 0 2 0,0 0 2 0 0,3,3
1,20,12 6 2,3,6 4 2,6 2 0,1 2 0,14 7 2,4 2 2,12 5 0,2 0 0,0 0 2 0 1,2 0 1 0 0,3,3
1,20,12 5 3,3,6 4 2,6 1 1,1 1 1,14 6 3,4 1 3,12 4 1,2 4 1,0 1 0 1 1,0 1 1 0 1,3,2
1,20,11 9,2,4 2,7 7,2 2,12 9,2 4,11 8,1 3,0 0 1 0 1,0 1 0 1 0,3,3
1,20,11 7 2,3,6 4 2,5 3 0,0 3 0,13 8 2,3 3 2,11 6 0,1 1 0,0 0 1 2 0,1 2 0 0 0,3,3
1,20,11 6 3,3,6 4 2,5 2 1,0 2 1,13 7 3,3 2 3,11 5 1,1 0 1,0 0 1 2 0,1 2 0 0 0,3,3
1,20,10 8 2,3,6 4 2,4 4 0,4 4 0,12 9 2,2 4 2,10 7 0,0 2 0,0 0 2 0 1,2 0 1 0 0,3,3
1,20,10 7 3,3,6 4 2,4 3 1,4 3 1,12 8 3,2 3 3,10 6 1,0 1 1,0 0 1 2 0,1 2 0 0 0,3,3
1,20,10 6 4,3,6 4 2,4 2 2,4 2 2,12 7 4,2 2 4,10 5 2,0 0 2,0 0 2 0 1,2 0 1 0 0,3,3
1,20,9 7 4,3,6 4 2,3 3 2,3 3 2,11 8 4,1 3 4,9 6 2,4 1 2,0 1 0 1 1,0 1 1 0 1,3,2
1,20,8 6 4 2,4,8 6 4 2,0 0 0 0,0 0 0 0,11 8 5 2,1 3 0 2,8 5 2 -1,3 0 2 4,1 1 1 1 0,1 0 1 1 1,4,1
1,21,21,1,2,19,4,21,1,21,1,0 1 0 0 0,0 1 0 0 0,4,4
1,21,19 2,2,4 2,15 0,0 0,20 2,0 2,19 1,4 1,1 0 1 0 0,0 1 0 0 1,4,3
1,21,18 3,2,4 2,14 1,4 1,19 3,4 3,18 2,3 2,0 0 0 1 1,0 0 1 1 0,3,3
1,21,17 4,2,4 2,13 2,3 2,18 4,3 4,17 3,2 3,0 0 0 1 1,0 0 1 1 0,3,3
1,21,16 5,2,4 2,12 3,2 3,17 5,2 0,16 4,1 4,1 0 1 0 0,0 1 0 0 1,4,3
1,21,15 6,2,4 2,11 4,1 4,16 6,1 1,15 5,0 0,0 2 0 0 0,2 0 0 0 0,4,4
1,21,15 4 2,3,6 4 2,9 0 0,4 0 0,17 5 2,2 0 2,15 3 0,0 3 0,1 0 2 0 0,2 0 0 1 0,4,3
1,21,14 7,2,4 2,10 5,0 0,15 7,0 2,14 6,4 1,1 0 1 0 0,0 1 0 0 1,4,3
1,21,14 5 2,3,6 4 2,8 1 0,3 1 0,16 6 2,1 1 2,14 4 0,4 4 0,0 2 1 0 0,1 0 0 0 2,4,2
1,21,13 8,2,4 2,9 6,4 1,14 8,4 3,13 7,3 2,0 0 0 1 1,0 0 1 1 0,3,3
1,21,13 6 2,3,6 4 2,7 2 0,2 2 0,15 7 2,0 2 2,13 5 0,3 0 0,1 0 2 0 0,2 0 0 1 0,4,3
1,21,13 5 3,3,6 4 2,7 1 1,2 1 1,15 6 3,0 1 3,13 4 1,3 4 1,1 1 0 1 0,0 1 0 1 1,4,2
1,21,12 9,2,4 2,8 7,3 2,13 9,3 4,12 8,2 3,0 0 0 1 1,0 0 1 1 0,3,3
1,21,12 7 2,3,6 4 2,6 3 0,1 3 0,14 8 2,4 3 2,12 6 0,2 1 0,0 0 1 1 1,1 1 1 0 0,3,3
1,21,12 6 3,3,6 4 2,6 2 1,1 2 1,14 7 3,4 2 3,12 5 1,2 0 1,0 0 1 1 1,1 1 1 0 0,3,3
1,21,11 8 2,3,6 4 2,5 4 0,0 4 0,13 9 2,3 4 2,11 7 0,1 2 0,0 0 1 1 1,1 1 1 0 0,3,3
1,21,11 7 3,3,6 4 2,5 3 1,0 3 1,13 8 3,3 3 3,11 6 1,1 1 1,0 0 0 3 0,0 3 0 0 0,3,3
1,21,11 6 4,3,6 4 2,5 2 2,0 2 2,13 7 4,3 2 4,11 5 2,1 0 2,0 0 1 1 1,1 1 1 0 0,3,3
1,21,10 8 3,3,6 4 2,4 4 1,4 4 1,12 9 3,2 4 3,10 7 1,0 2 1,0 0 1 1 1,1 1 1 0 0,3,3
1,21,10 7 4,3,6 4 2,4 3 2,4 3 2,12 8 4,2 3 4,10 6 2,0 1 2,0 0 1 1 1,1 1 1 0 0,3,3
1,21,9 7 5,3,6 4 2,3 3 3,3 3 3,11 8 5,1 3 0,9 6 3,4 1 3,1 1 0 1 0,0 1 0 1 1,4,2
1,21,9 6 4 2,4,8 6 4 2,1 0 0 0,1 0 0 0,12 8 5 2,2 3 0 2,9 5 2 -1,4 0 2 4,1 0 2 1 0,1 0 1 0 2,4,1
1,22,22,1,2,20,0,22,2,22,2,0 0 1 0 0,0 0 1 0 0,4,4
1,22,20 2,2,4 2,16 0,1 0,21 2,1 2,20 1,0 1,0 1 1 0 0,1 1 0 0 0,4,4
1,22,19 3,2,4 2,15 1,0 1,20 3,0 3,19 2,4 2,1 0 0 1 0,0 0 1 0 1,4,3
1,22,18 4,2,4 2,14 2,4 2,19 4,4 4,18 3,3 3,0 0 0 0 2,0 0 0 2 0,3,3
1,22,17 5,2,4 2,13 3,3 3,18 5,3 0,17 4,2 4,1 0 0 1 0,0 0 1 0 1,4,3
1,22,16 6,2,4 2,12 4,2 4,17 6,2 1,16 5,1 0,0 1 1 0 0,1 1 0 0 0,4,4
1,22,16 4 2,3,6 4 2,10 0 0,0 0 0,18 5 2,3 0 2,16 3 0,1 3 0,1 0 1 1 0,1 1 0 1 0,4,3
1,22,15 7,2,4 2,11 5,1 0,16 7,1 2,15 6,0 1,0 1 1 0 0,1 1 0 0 0,4,4
1,22,15 5 2,3,6 4 2,9 1 0,4 1 0,17 6 2,2 1 2,15 4 0,0 4 0,0 1 2 0 0,2 0 0 0 1,4,3
1,22,14 8,2,4 2,10 6,0 1,15 8,0 3,14 7,4 2,1 0 0 1 0,0 0 1 0 1,4,3
1,22,14 6 2,3,6 4 2,8 2 0,3 2 0,16 7 2,1 2 2,14 5 0,4 0 0,0 1 2 0 0,2 0 0 0 1,4,3
1,22,14 5 3,3,6 4 2,8 1 1,3 1 1,16 6 3,1 1 3,14 4 1,4 4 1,0 2 0 1 0,0 1 0 0 2,4,2
1,22,13 9,2,4 2,9 7,4 2,14 9,4 4,13 8,3 3,0 0 0 0 2,0 0 0 2 0,3,3
1,22,13 7 2,3,6 4 2,7 3 0,2 3 0,15 8 2,0 3 2,13 6 0,3 1 0,1 0 1 1 0,1 1 0 1 0,4,3
1,22,13 6 3,3,6 4 2,7 2 1,2 2 1,15 7 3,0 2 3,13 5 1,3 0 1,1 0 1 1 0,1 1 0 1 0,4,3
1,22,12 10,2,4 2,8 8,3 3,13 10,3 0,12 9,2 4,1 0 0 1 0,0 0 1 0 1,4,3
1,22,12 8 2,3,6 4 2,6 4 0,1 4 0,14 9 2,4 4 2,12 7 0,2 2 0,0 0 1 0 2,1 0 2 0 0,3,3
1,22,12 7 3,3,6 4 2,6 3 1,1 3 1,14 8 3,4 3 3,12 6 1,2 1 1,0 0 0 2 1,0 2 1 0 0,3,3
1,22,12 6 4,3,6 4 2,6 2 2,1 2 2,14 7 4,4 2 4,12 5 2,2 0 2,0 0 1 0 2,1 0 2 0 0,3,3
1,22,11 9 2,3,6 4 2,5 5 0,0 0 0,13 10 2,3 0 2,11 8 0,1 3 0,1 0 1 1 0,1 1 0 1 0,4,3
1,22,11 8 3,3,6 4 2,5 4 1,0 4 1,13 9 3,3 4 3,11 7 1,1 2 1,0 0 0 2 1,0 2 1 0 0,3,3
1,22,11 7 4,3,6 4 2,5 3 2,0 3 2,13 8 4,3 3 4,11 6 2,1 1 2,0 0 0 2 1,0 2 1 0 0,3,3
1,22,10 8 4,3,6 4 2,4 4 2,4 4 2,12 9 4,2 4 4,10 7 2,0 2 2,0 0 1 0 2,1 0 2 0 0,3,3
1,22,10 7 5,3,6 4 2,4 3 3,4 3 3,12 8 5,2 3 0,10 6 3,0 1 3,1 0 1 1 0,1 1 0 1 0,4,3
1,22,10 6 4 2,4,8 6 4 2,2 0 0 0,2 0 0 0,13 8 5 2,3 3 0 2,10 5 2 -1,0 0 2 4,1 0 1 2 0,2 0 1 0 1,4,2
1,22,9 7 4 2,4,8 6 4 2,1 1 0 0,1 1 0 0,12 9 5 2,2 4 0 2,9 6 2 -1,4 1 2 4,1 0 2 0 1,0 1 1 0 2,4,1
1,23,23,1,2,21,1,23,3,23,3,0 0 0 1 0,0 0 0 1 0,4,4
1,23,21 2,2,4 2,17 0,2 0,22 2,2 2,21 1,1 1,0 0 2 0 0,0 2 0 0 0,4,4
1,23,20 3,2,4 2,16 1,1 1,21 3,1 3,20 2,0 2,0 1 0 1 0,1 0 1 0 0,4,4
1,23,19 4,2,4 2,15 2,0 2,20 4,0 4,19 3,4 3,1 0 0 0 1,0 0 0 1 1,4,3
1,23,18 5,2,4 2,14 3,4 3,19 5,4 0,18 4,3 4,1 0 0 0 1,0 0 0 1 1,4,3
1,23,17 6,2,4 2,13 4,3 4,18 6,3 1,17 5,2 0,0 1 0 1 0,1 0 1 0 0,4,4
1,23,17 4 2,3,6 4 2,11 0 0,1 0 0,19 5 2,4 0 2,17 3 0,2 3 0,1 0 1 0 1,1 0 1 1 0,4,3
1,23,16 7,2,4 2,12 5,2 0,17 7,2 2,16 6,1 1,0 0 2 0 0,0 2 0 0 0,4,4
1,23,16 5 2,3,6 4 2,10 1 0,0 1 0,18 6 2,3 1 2,16 4 0,1 4 0,0 1 1 1 0,1 1 0 0 1,4,3
1,23,15 8,2,4 2,11 6,1 1,16 8,1 3,15 7,0 2,0 1 0 1 0,1 0 1 0 0,4,4
1,23,15 6 2,3,6 4 2,9 2 0,4 2 0,17 7 2,2 2 2,15 5 0,0 0 0,0 0 3 0 0,3 0 0 0 0,4,4
1,23,15 5 3,3,6 4 2,9 1 1,4 1 1,17 6 3,2 1 3,15 4 1,0 4 1,0 1 1 1 0,1 1 0 0 1,4,3
1,23,14 9,2,4 2,10 7,0 2,15 9,0 4,14 8,4 3,1 0 0 0 1,0 0 0 1 1,4,3
1,23,14 7 2,3,6 4 2,8 3 0,3 3 0,16 8 2,1 3 2,14 6 0,4 1 0,0 1 1 1 0,1 1 0 0 1,4,3
1,23,14 6 3,3,6 4 2,8 2 1,3 2 1,16 7 3,1 2 3,14 5 1,4 0 1,0 1 1 1 0,1 1 0 0 1,4,3
1,23,13 10,2,4 2,9 8,4 3,14 10,4 0,13 9,3 4,1 0 0 0 1,0 0 0 1 1,4,3
1,23,13 8 2,3,6 4 2,7 4 0,2 4 0,15 9 2,0 4 2,13 7 0,3 2 0,1 0 1 0 1,1 0 1 1 0,4,3
1,23,13 7 3,3,6 4 2,7 3 1,2 3 1,15 8 3,0 3 3,13 6 1,3 1 1,1 0 0 2 0,0 2 0 1 0,4,3
1,23,13 6 4,3,6 4 2,7 2 2,2 2 2,15 7 4,0 2 4,13 5 2,3 0 2,1 0 1 0 1,1 0 1 1 0,4,3
1,23,12 9 2,3,6 4 2,6 5 0,1 0 0,14 10 2,4 0 2,12 8 0,2 3 0,1 0 1 0 1,1 0 1 1 0,4,3
1,23,12 8 3,3,6 4 2,6 4 1,1 4 1,14 9 3,4 4 3,12 7 1,2 2 1,0 0 0 1 2,0 1 2 0 0,3,3
1,23,12 7 4,3,6 4 2,6 3 2,1 3 2,14 8 4,4 3 4,12 6 2,2 1 2,0 0 0 1 2,0 1 2 0 0,3,3
1,23,11 9 3,3,6 4 2,5 5 1,0 0 1,13 10 3,3 0 3,11 8 1,1 3 1,1 0 0 2 0,0 2 0 1 0,4,3
1,23,11 8 4,3,6 4 2,5 4 2,0 4 2,13 9 4,3 4 4,11 7 2,1 2 2,0 0 0 1 2,0 1 2 0 0,3,3
1,23,11 7 5,3,6 4 2,5 3 3,0 3 3,13 8 5,3 3 0,11 6 3,1 1 3,1 0 0 2 0,0 2 0 1 0,4,3
1,23,11 6 4 2,4,8 6 4 2,3 0 0 0,3 0 0 0,14 8 5 2,4 3 0 2,11 5 2 -1,1 0 2 4,1 0 1 1 1,1 1 1 0 1,4,2
1,23,10 8 5,3,6 4 2,4 4 3,4 4 3,12 9 5,2 4 0,10 7 3,0 2 3,1 0 1 0 1,1 0 1 1 0,4,3
1,23,10 7 4 2,4,8 6 4 2,2 1 0 0,2 1 0 0,13 9 5 2,3 4 0 2,10 6 2 -1,0 1 2 4,1 0 1 1 1,1 1 1 0 1,4,2
1,23,9 7 5 2,4,8 6 4 2,1 1 1 0,1 1 1 0,12 9 6 2,2 4 1 2,9 6 3 -1,4 1 3 4,0 1 2 0 1,0 1 0 1 2,4,1
1,24,24,1,2,22,2,24,4,24,4,0 0 0 0 1,0 0 0 0 1,4,4
1,24,22 2,2,4 2,18 0,3 0,23 2,3 2,22 1,2 1,0 0 1 1 0,0 1 1 0 0,4,4
1,24,21 3,2,4 2,17 1,2 1,22 3,2 3,21 2,1 2,0 0 1 1 0,0 1 1 0 0,4,4
1,24,20 4,2,4 2,16 2,1 2,21 4,1 4,20 3,0 3,0 1 0 0 1,1 0 0 1 0,4,4
1,24,19 5,2,4 2,15 3,0 3,20 5,0 0,19 4,4 4,2 0 0 0 0,0 0 0 0 2,5,3
1,24,18 6,2,4 2,14 4,4 4,19 6,4 1,18 5,3 0,0 1 0 0 1,1 0 0 1 0,4,4
1,24,18 4 2,3,6 4 2,12 0 0,2 0 0,20 5 2,0 0 2,18 3 0,3 3 0,2 0 1 0 0,1 0 0 2 0,5,3
1,24,17 7,2,4 2,13 5,3 0,18 7,3 2,17 6,2 1,0 0 1 1 0,0 1 1 0 0,4,4
1,24,17 5 2,3,6 4 2,11 1 0,1 1 0,19 6 2,4 1 2,17 4 0,2 4 0,0 1 1 0 1,1 0 1 0 1,4,3
1,24,16 8,2,4 2,12 6,2 1,17 8,2 3,16 7,1 2,0 0 1 1 0,0 1 1 0 0,4,4
1,24,16 6 2,3,6 4 2,10 2 0,0 2 0,18 7 2,3 2 2,16 5 0,1 0 0,0 0 2 1 0,2 1 0 0 0,4,4
1,24,16 5 3,3,6 4 2,10 1 1,0 1 1,18 6 3,3 1 3,16 4 1,1 4 1,0 1 0 2 0,0 2 0 0 1,4,3
1,24,15 9,2,4 2,11 7,1 2,16 9,1 4,15 8,0 3,0 1 0 0 1,1 0 0 1 0,4,4
1,24,15 7 2,3,6 4 2,9 3 0,4 3 0,17 8 2,2 3 2,15 6 0,0 1 0,0 0 2 1 0,2 1 0 0 0,4,4
1,24,15 6 3,3,6 4 2,9 2 1,4 2 1,17 7 3,2 2 3,15 5 1,0 0 1,0 0 2 1 0,2 1 0 0 0,4,4
1,24,14 10,2,4 2,10 8,0 3,15 10,0 0,14 9,4 4,2 0 0 0 0,0 0 0 0 2,5,3
1,24,14 8 2,3,6 4 2,8 4 0,3 4 0,16 9 2,1 4 2,14 7 0,4 2 0,0 1 1 0 1,1 0 1 0 1,4,3
1,24,14 7 3,3,6 4 2,8 3 1,3 3 1,16 8 3,1 3 3,14 6 1,4 1 1,0 1 0 2 0,0 2 0 0 1,4,3
1,24,14 6 4,3,6 4 2,8 2 2,3 2 2,16 7 4,1 2 4,14 5 2,4 0 2,0 1 1 0 1,1 0 1 0 1,4,3
1,24,13 11,2,4 2,9 9,4 4,14 11,4 1,13 10,3 0,0 1 0 0 1,1 0 0 1 0,4,4
1,24,13 9 2,3,6 4 2,7 5 0,2 0 0,15 10 2,0 0 2,13 8 0,3 3 0,2 0 1 0 0,1 0 0 2 0,5,3
1,24,13 8 3,3,6 4 2,7 4 1,2 4 1,15 9 3,0 4 3,13 7 1,3 2 1,1 0 0 1 1,0 1 1 1 0,4,3
1,24,13 7 4,3,6 4 2,7 3 2,2 3 2,15 8 4,0 3 4,13 6 2,3 1 2,1 0 0 1 1,0 1 1 1 0,4,3
1,24,12 10 2,3,6 4 2,6 6 0,1 1 0,14 11 2,4 1 2,12 9 0,2 4 0,0 1 1 0 1,1 0 1 0 1,4,3
1,24,12 9 3,3,6 4 2,6 5 1,1 0 1,14 10 3,4 0 3,12 8 1,2 3 1,1 0 0 1 1,0 1 1 1 0,4,3
1,24,12 8 4,3,6 4 2,6 4 2,1 4 2,14 9 4,4 4 4,12 7 2,2 2 2,0 0 0 0 3,0 0 3 0 0,3,3
1,24,12 7 5,3,6 4 2,6 3 3,1 3 3,14 8 5,4 3 0,12 6 3,2 1 3,1 0 0 1 1,0 1 1 1 0,4,3
1,24,12 6 4 2,4,8 6 4 2,4 0 0 0,4 0 0 0,15 8 5 2,0 3 0 2,12 5 2 -1,2 0 2 4,2 0 1 1 0,1 0 2 0 1,5,2
1,24,11 9 4,3,6 4 2,5 5 2,0 0 2,13 10 4,3 0 4,11 8 2,1 3 2,1 0 0 1 1,0 1 1 1 0,4,3
1,24,11 8 5,3,6 4 2,5 4 3,0 4 3,13 9 5,3 4 0,11 7 3,1 2 3,1 0 0 1 1,0 1 1 1 0,4,3
1,24,11 7 4 2,4,8 6 4 2,3 1 0 0,3 1 0 0,14 9 5 2,4 4 0 2,11 6 2 -1,1 1 2 4,1 0 1 0 2,0 2 1 0 1,4,2
1,24,10 8 6,3,6 4 2,4 4 4,4 4 4,12 9 6,2 4 1,10 7 4,0 2 4,0 1 1 0 1,1 0 1 0 1,4,3
1,24,10 8 4 2,4,8 6 4 2,2 2 0 0,2 2 0 0,13 10 5 2,3 0 0 2,10 7 2 -1,0 2 2 4,2 0 1 1 0,1 0 2 0 1,5,2
1,24,10 7 5 2,4,8 6 4 2,2 1 1 0,2 1 1 0,13 9 6 2,3 4 1 2,10 6 3 -1,0 1 3 4,0 1 1 1 1,1 1 0 1 1,4,2
1,24,9 7 5 3,4,8 6 4 2,1 1 1 1,1 1 1 1,12 9 6 3,2 4 1 3,9 6 3 0,4 1 3 0,0 1 1 1 1,1 1 0 1 1,4,2
1,25,25,1,2,23,3,25,0,25,0,1 0 0 0 0,1 0 0 0 0,5,5
1,25,23 2,2,4 2,19 0,4 0,24 2,4 2,23 1,3 1,0 0 1 0 1,0 1 0 1 0,4,4
1,25,22 3,2,4 2,18 1,3 1,23 3,3 3,22 2,2 2,0 0 0 2 0,0 0 2 0 0,4,4
1,25,21 4,2,4 2,17 2,2 2,22 4,2 4,21 3,1 3,0 0 1 0 1,0 1 0 1 0,4,4
1,25,20 5,2,4 2,16 3,1 3,21 5,1 0,20 4,0 4,1 1 0 0 0,1 0 0 0 1,5,4
1,25,19 6,2,4 2,15 4,0 4,20 6,0 1,19 5,4 0,1 1 0 0 0,1 0 0 0 1,5,4
1,25,19 4 2,3,6 4 2,13 0 0,3 0 0,21 5 2,1 0 2,19 3 0,4 3 0,1 1 1 0 0,1 0 0 1 1,5,3
1,25,18 7,2,4 2,14 5,4 0,19 7,4 2,18 6,3 1,0 0 1 0 1,0 1 0 1 0,4,4
1,25,18 5 2,3,6 4 2,12 1 0,2 1 0,20 6 2,0 1 2,18 4 0,3 4 0,1 1 1 0 0,1 0 0 1 1,5,3
1,25,17 8,2,4 2,13 6,3 1,18 8,3 3,17 7,2 2,0 0 0 2 0,0 0 2 0 0,4,4
1,25,17 6 2,3,6 4 2,11 2 0,1 2 0,19 7 2,4 2 2,17 5 0,2 0 0,0 0 2 0 1,2 0 1 0 0,4,4
1,25,17 5 3,3,6 4 2,11 1 1,1 1 1,19 6 3,4 1 3,17 4 1,2 4 1,0 1 0 1 1,0 1 1 0 1,4,3
1,25,16 9,2,4 2,12 7,2 2,17 9,2 4,16 8,1 3,0 0 1 0 1,0 1 0 1 0,4,4
1,25,16 7 2,3,6 4 2,10 3 0,0 3 0,18 8 2,3 3 2,16 6 0,1 1 0,0 0 1 2 0,1 2 0 0 0,4,4
