n,trial,observable,value,seed
800,29,top_nontrivial_2,3.4334398821380594,20260515
800,29,top_nontrivial_3,3.3997259047916155,20260515
800,29,top_nontrivial_4,3.382003518074332,20260515
800,29,top_nontrivial_5,3.3734568796561235,20260515
800,29,window_neg_edge,0.215,20260515
800,29,window_neg_mid,0.28375,20260515
800,29,window_pos_mid,0.28375,20260515
800,29,window_pos_edge,0.2175,20260515
800,29,trace_moment_2_per_vertex,4.005,20260515
800,29,centered_trace_moment_2,0.004999999999999893,20260515
800,29,trace_moment_4_per_vertex,28.164999999999996,20260515
800,29,centered_trace_moment_4,0.1649999999999956,20260515
800,29,trace_moment_6_per_vertex,235.48499999999993,20260515
800,29,centered_trace_moment_6,3.4849999999999284,20260515
800,29,trace_moment_8_per_vertex,2156.4449999999993,20260515
800,29,centered_trace_moment_8,64.44499999999925,20260515
800,29,spectral_radius_nontrivial,3.469705483711857,20260515
